Time	Sep	R	Theta	Phi
1880	0	0.9999779997579946	0.0	0.5236114777699694
1900	0	0.9999779997579946	0.0	0.5236114777699694
1900	1	0.9999779997579946	0.0	-2.617981175819824
1920	0	0.9999779997579946	0.0	0.5236114777699694
1920	1	0.9999779997579946	0.0	-2.617981175819824
1940	0	0.9999779997579946	0.0	0.5236114777699694
1940	1	0.9999779997579946	0.0	-2.617981175819824
1960	1	0.9999779997579946	0.0	-2.617981175819824
3120	2	0.9999779997579946	0.0	-2.617981175819824
3140	2	0.9999779997579946	0.0	-2.617981175819824
3160	2	0.9999779997579946	0.0	-2.617981175819824
3180	2	0.9999779997579946	0.0	-2.617981175819824
3200	2	0.9999779997579946	0.0	-2.617981175819824
3220	2	0.9999779997579946	0.0	-2.617981175819824
3240	2	1.0000527986061536	0.0	-2.5307356190132495
3260	2	1.0000527986061536	0.0	-2.5307356190132495
3280	2	0.9999779997579946	0.0	-2.617981175819824
3300	2	0.9999779997579946	0.0	-2.617981175819824
3320	2	0.9999779997579946	0.0	-2.617981175819824
3340	2	0.9999779997579946	0.0	-2.617981175819824
3360	2	0.9999779997579946	0.0	-2.617981175819824
3380	2	1.0000527986061536	0.0	-2.5307356190132495
3400	2	0.9999779997579946	0.0	-2.617981175819824
3420	2	0.9999779997579946	0.0	-2.617981175819824
3440	2	1.0000527986061536	0.0	-2.5307356190132495
3460	2	0.9999779997579946	0.0	-2.617981175819824
3480	2	1.0000527986061536	0.0	-2.5307356190132495
3500	2	1.0000527986061536	0.0	-2.5307356190132495
3520	2	1.0000527986061536	0.0	-2.5307356190132495
3540	2	1.0000527986061536	0.0	-2.5307356190132495
4620	3	1.0000527986061536	0.0	-0.9599392922183528
4640	3	0.9999779997579946	0.0	-1.0471848490249271
4660	3	0.9999779997579946	0.0	-1.0471848490249271
4680	3	0.9999779997579946	0.0	-1.0471848490249271
4700	3	1.0000527986061536	0.0	-0.9599392922183528
4720	3	0.9999779997579946	0.0	-1.0471848490249271
4740	3	0.9999779997579946	0.0	-1.0471848490249271
4760	3	0.9999779997579946	0.0	-1.0471848490249271
4780	3	0.9999779997579946	0.0	-1.0471848490249271
4800	3	0.9999779997579946	0.0	-1.0471848490249271
4820	3	0.9999779997579946	0.0	-1.0471848490249271
4840	3	0.9999779997579946	0.0	-1.0471848490249271
4860	3	0.9999779997579946	0.0	-1.0471848490249271
4880	3	0.9999779997579946	0.0	-1.0471848490249271
4900	3	0.9999779997579946	0.0	-1.0471848490249271
4920	3	0.9999779997579946	0.0	-1.0471848490249271
4940	3	0.9999779997579946	0.0	-1.0471848490249271
4960	3	0.9999779997579946	0.0	-1.0471848490249271
4980	3	0.9999779997579946	0.0	-1.0471848490249271
5000	3	0.9999779997579946	0.0	-1.0471848490249271
5020	3	0.9999779997579946	0.0	-1.0471848490249271
5040	3	0.9999779997579946	0.0	-1.0471848490249271
5080	4	0.9999852248908481	0.0	-1.1344772738061404
5100	4	0.9999852248908481	0.0	-1.1344772738061404
5120	4	0.9999852248908481	0.0	-1.1344772738061404
5140	4	0.9999852248908481	0.0	-1.1344772738061404
6100	5	0.9999839998719979	0.0	-0.17448682501833415
6120	5	0.9999701245537288	0.0	-0.2617876756283289
6140	5	0.9999839998719979	0.0	-0.17448682501833415
6160	5	0.9999839998719979	0.0	-0.17448682501833415
6180	5	0.9999839998719979	0.0	-0.17448682501833415
6200	5	0.9999839998719979	0.0	-0.17448682501833415
6220	5	0.9999839998719979	0.0	-0.17448682501833415
6240	5	0.9999839998719979	0.0	-0.17448682501833415
6260	5	0.9999839998719979	0.0	-0.17448682501833415
6280	5	0.9999839998719979	0.0	-0.17448682501833415
6300	5	0.9999701245537288	0.0	-0.2617876756283289
6320	5	0.9999839998719979	0.0	-0.17448682501833415
6340	5	0.9999839998719979	0.0	-0.17448682501833415
6360	5	0.9999839998719979	0.0	-0.17448682501833415
6380	5	0.9999701245537288	0.0	-0.2617876756283289
6400	5	0.9999839998719979	0.0	-0.17448682501833415
6420	5	0.9999839998719979	0.0	-0.17448682501833415
6440	5	0.9999839998719979	0.0	-0.17448682501833415
6460	5	0.9999839998719979	0.0	-0.17448682501833415
6480	5	0.9999839998719979	0.0	-0.17448682501833415
6500	5	0.9999839998719979	0.0	-0.17448682501833415
7600	6	0.9999779997579946	0.0	0.5236114777699694
7620	6	0.9999779997579946	0.0	0.5236114777699694
7640	6	0.9999779997579946	0.0	0.5236114777699694
7660	6	0.9999779997579946	0.0	0.5236114777699694
7680	6	0.9999779997579946	0.0	0.5236114777699694
7700	6	0.9999779997579946	0.0	0.5236114777699694
7720	6	0.9999779997579946	0.0	0.5236114777699694
7740	6	0.9999779997579946	0.0	0.5236114777699694
7760	6	0.9999779997579946	0.0	0.5236114777699694
