Sep	Start time	Start azimuth	End time	End azimuth
0	7.10	30.00	10.20	30.00
1	8.30	-150.00	10.40	-150.00
2	15.30	30.00	22.40	30.00
3	22.70	105.00	24.80	105.00
4	30.30	120.00	37.40	120.00
5	45.30	80.00	48.00	80.00
6	60.30	-150.00	67.20	-150.00
7	70.30	30.00	73.20	25.00
8	75.30	-60.00	82.20	-60.00
