Sep	Start time	Start azimuth	End time	End azimuth
0	3.50	35.00	5.60	35.00
1	4.70	30.00	6.80	30.00
2	6.90	30.00	10.00	30.00
3	7.70	-150.00	9.80	-150.00
4	15.10	30.00	20.60	30.00
5	21.10	105.00	23.20	105.00
6	28.70	120.00	33.60	120.00
7	43.90	80.00	48.40	80.00
8	45.90	165.00	48.60	170.00
9	58.70	-150.00	60.80	-150.00
10	60.50	-150.00	63.20	-150.00
11	73.50	-60.00	75.60	-60.00
12	74.70	-65.00	78.60	-60.00
13	78.70	-55.00	80.20	-55.00
