Sep	Start time	Start azimuth	End time	End azimuth
0	6.50	35.00	10.80	35.00
1	8.30	-155.00	10.60	-155.00
2	15.70	35.00	22.80	35.00
3	15.90	-155.00	18.00	-155.00
4	17.10	-155.00	19.20	-155.00
5	22.10	35.00	33.00	130.00
6	25.10	160.00	27.20	160.00
7	27.70	15.00	29.80	15.00
8	40.70	125.00	47.80	125.00
9	47.70	125.00	54.60	175.00
10	60.30	-60.00	67.40	-60.00
11	76.50	30.00	83.60	30.00
12	87.30	-105.00	90.00	-100.00
13	97.50	-65.00	104.60	-65.00
