0,-74.761
1.9536,-74.726
3.9072,-74.637
5.8608,-74.543
7.8144,-74.496
9.768,-74.526
11.722,-74.624
13.675,-74.723
15.629,-74.699
17.582,-74.422
19.536,-73.86
21.49,-73.119
23.443,-72.373
25.397,-71.778
27.35,-71.433
29.304,-71.392
31.258,-71.678
33.211,-72.287
35.165,-73.192
37.118,-74.318
39.072,-75.524
41.026,-76.582
42.979,-77.252
44.933,-77.451
46.886,-77.325
48.84,-77.102
50.794,-76.946
52.747,-76.926
54.701,-77.03
56.654,-77.17
58.608,-77.204
60.562,-77.001
62.515,-76.538
64.469,-75.915
66.422,-75.287
68.376,-74.782
70.33,-74.476
72.283,-74.403
74.237,-74.564
76.19,-74.935
78.144,-75.468
80.098,-76.089
82.051,-76.718
84.005,-77.283
85.958,-77.745
87.912,-78.105
89.866,-78.372
91.819,-78.547
93.773,-78.609
95.726,-78.536
97.68,-78.326
99.634,-78.012
101.59,-77.648
103.54,-77.298
105.49,-77.016
107.45,-76.84
109.4,-76.793
111.36,-76.884
113.31,-77.106
115.26,-77.442
117.22,-77.862
119.17,-78.326
121.12,-78.786
123.08,-79.189
125.03,-79.492
126.98,-79.674
128.94,-79.746
130.89,-79.742
132.84,-79.702
134.8,-79.653
136.75,-79.603
138.71,-79.538
140.66,-79.435
142.61,-79.275
144.57,-79.061
146.52,-78.815
148.47,-78.573
150.43,-78.374
152.38,-78.246
154.33,-78.207
156.29,-78.263
158.24,-78.408
160.2,-78.627
162.15,-78.895
164.1,-79.178
166.06,-79.434
168.01,-79.609
169.96,-79.651
171.92,-79.514
173.87,-79.173
175.82,-78.638
177.78,-77.959
179.73,-77.215
181.68,-76.486
183.64,-75.841
185.59,-75.322
187.55,-74.941
189.5,-74.681
191.45,-74.499
193.41,-74.335
195.36,-74.133
197.31,-73.86
199.27,-73.515
201.22,-73.116
203.17,-72.686
205.13,-72.235
207.08,-71.768
209.04,-71.286
210.99,-70.794
212.94,-70.302
214.9,-69.817
216.85,-69.344
218.8,-68.877
220.76,-68.411
222.71,-67.948
224.66,-67.5
226.62,-67.09
228.57,-66.744
230.53,-66.478
232.48,-66.292
234.43,-66.169
236.39,-66.077
238.34,-65.98
240.29,-65.846
242.25,-65.657
244.2,-65.417
246.15,-65.145
248.11,-64.873
250.06,-64.635
252.01,-64.461
253.97,-64.375
255.92,-64.39
257.88,-64.508
259.83,-64.723
261.78,-65.019
263.74,-65.371
265.69,-65.749
267.64,-66.128
269.6,-66.49
271.55,-66.832
273.5,-67.156
275.46,-67.458
277.41,-67.716
279.37,-67.89
281.32,-67.935
283.27,-67.813
285.23,-67.512
287.18,-67.056
289.13,-66.5
291.09,-65.917
293.04,-65.38
294.99,-64.949
296.95,-64.658
298.9,-64.522
300.85,-64.534
302.81,-64.675
304.76,-64.914
306.72,-65.22
308.67,-65.573
310.62,-65.962
312.58,-66.393
314.53,-66.876
316.48,-67.42
318.44,-68.028
320.39,-68.686
322.34,-69.357
324.3,-69.973
326.25,-70.438
328.21,-70.66
330.16,-70.602
332.11,-70.304
334.07,-69.857
336.02,-69.355
337.97,-68.871
339.93,-68.448
341.88,-68.109
343.83,-67.859
345.79,-67.693
347.74,-67.591
349.69,-67.516
351.65,-67.414
353.6,-67.207
355.56,-66.812
357.51,-66.172
359.46,-65.295
361.42,-64.251
363.37,-63.139
365.32,-62.043
367.28,-61.018
369.23,-60.093
371.18,-59.279
373.14,-58.579
