Recorder,date,numFiles,TotFileSizeMB,phase,,
Rec01_green,07/06/2021,0,NA,deployment1,,
Rec01_green,08/06/2021,74,3792,deployment1,,
Rec01_green,09/06/2021,57,2912,deployment1,,
Rec01_green,10/06/2021,87,4198,deployment1,,
Rec01_green,11/06/2021,4,208,deployment1,,
Rec01_green,12/06/2021,4,206,deployment1,,
Rec01_green,13/06/2021,59,3015,deployment1,,
Rec01_green,14/06/2021,57,2947,deployment1,,
Rec01_green,15/06/2021,83,4225,deployment1,,
Rec01_green,16/06/2021,63,3194,deployment1,,
Rec01_green,17/06/2021,4,218,deployment1,,
Rec01_green,18/06/2021,3,159,deployment1,,
Rec01_green,19/06/2021,6,311,deployment1,,
Rec01_green,20/06/2021,24,1245,deployment1,,
Rec01_green,21/06/2021,19,923,deployment1,,
Rec01_green,22/06/2021,45,2316,deployment1,,
Rec01_green,23/06/2021,64,3223,deployment1,,
Rec01_green,24/06/2021,3,155,deployment1,,
Rec01_green,25/06/2021,0,NA,deployment1,,
Rec01_green,26/06/2021,85,4237,deployment1,,
Rec01_green,27/06/2021,11,578,deployment1,,
Rec01_green,28/06/2021,19,996,deployment1,,
Rec01_green,29/06/2021,26,1348,deployment1,,
Rec01_green,30/06/2021,25,1290,deployment1,,
Rec01_green,01/07/2021,66,3357,deployment1,,
Rec01_green,02/07/2021,8,408,deployment1,,
Rec01_green,03/07/2021,3,157,deployment1,,
Rec01_green,04/07/2021,53,2746,deployment1,,
Rec01_green,05/07/2021,61,3098,deployment1,,
Rec01_green,06/07/2021,47,2428,deployment1,,
Rec01_green,07/07/2021,27,1403,deployment1,,
Rec01_green,08/07/2021,57,2864,deployment1,,
Rec01_green,09/07/2021,70,3476,deployment1,,
Rec01_green,10/07/2021,21,1083,deployment1,,
Rec01_green,11/07/2021,4,204,deployment1,,
Rec01_green,12/07/2021,7,361,deployment1,,
Rec01_green,13/07/2021,46,2290,deployment1,,
Rec01_green,14/07/2021,3,156,deployment1,,
Rec01_green,15/07/2021,0,NA,deployment1,,
Rec01_green,16/07/2021,0,NA,deployment1,,
Rec01_green,17/07/2021,64,3160,deployment1,,
Rec01_green,18/07/2021,54,2743,deployment1,,
Rec01_green,19/07/2021,64,3267,deployment1,,
Rec01_green,20/07/2021,54,2754,deployment1,,
Rec01_green,21/07/2021,87,4396,deployment1,,
Rec01_green,22/07/2021,54,2741,deployment1,,
Rec01_green,23/07/2021,59,2947,deployment1,,
Rec01_green,24/07/2021,13,671,deployment2,,130
Rec01_green,25/07/2021,26,1349,deployment2,,260
Rec01_green,26/07/2021,51,2551,deployment2,,510
Rec01_green,27/07/2021,8,412,deployment2,,80
Rec01_green,28/07/2021,46,2403,deployment2,,460
Rec01_green,29/07/2021,3,160,deployment2,,30
Rec01_green,30/07/2021,41,2242,deployment2,,410
Rec01_green,31/07/2021,67,3453,deployment2,,670
Rec01_green,01/08/2021,3,116,deployment2,,30
Rec01_green,02/08/2021,0,NA,deployment2,,0
Rec01_green,03/08/2021,59,3013,deployment2,,590
Rec01_green,04/08/2021,26,1277,deployment2,,260
Rec01_green,05/08/2021,64,3182,deployment2,,640
Rec01_green,06/08/2021,76,4025,deployment2,,760
Rec01_green,07/08/2021,29,1397,deployment2,,290
Rec01_green,08/08/2021,14,763,deployment2,,140
Rec01_green,09/08/2021,60,3165,deployment2,,600
Rec01_green,10/08/2021,66,3353,deployment2,,660
Rec01_green,11/08/2021,74,3726,deployment2,,740
Rec01_green,12/08/2021,16,824,deployment2,,160
Rec01_green,13/08/2021,36,1862,deployment2,,360
Rec01_green,14/08/2021,67,3440,deployment2,,670
Rec01_green,15/08/2021,69,3587,deployment2,,690
Rec01_green,16/08/2021,28,1530,deployment2,,280
Rec01_green,17/08/2021,10,486,deployment2,,100
Rec01_green,18/08/2021,63,3250,deployment2,,630
Rec01_green,19/08/2021,64,3168,deployment2,,640
Rec01_green,20/08/2021,32,1592,deployment2,,320
Rec01_green,21/08/2021,22,1046,deployment2,,220
Rec01_green,22/08/2021,27,1405,deployment2,,270
Rec01_green,23/08/2021,36,1902,deployment2,,360
Rec01_green,24/08/2021,3,157,deployment2,,30
Rec01_green,25/08/2021,95,4852,deployment2,,950
Rec01_green,26/08/2021,143,7312,deployment2,,1430
Rec01_green,27/08/2021,113,5682,deployment2,,1130
Rec01_green,28/08/2021,51,2650,deployment2,,510
Rec01_green,29/08/2021,72,3552,deployment2,,720
Rec01_green,30/08/2021,18,888,deployment2,,180
Rec01_green,31/08/2021,55,2817,deployment2,,550
Rec01_green,01/09/2021,43,2229,deployment2,,430
Rec01_green,02/09/2021,49,2558,deployment2,,490
Rec01_green,03/09/2021,75,3883,deployment2,,750
Rec01_green,04/09/2021,25,1256,deployment2,,250
Rec01_green,05/09/2021,88,4461,deployment2,,880
Rec01_green,06/09/2021,143,7349,deployment2,,1430
Rec01_green,07/09/2021,107,5410,deployment2,,1070
Rec01_green,08/09/2021,142,7420,deployment2,,1420
Rec01_green,09/09/2021,142,7390,deployment2,,1420
Rec01_green,10/09/2021,51,2601,deployment2,,510
Rec01_green,11/09/2021,82,4167,deployment2,,820
Rec01_green,13/09/2021,25,1296,deployment2,,250
Rec01_green,logs,272,0,na ,,
,,,,,,
,,,,,,
,,,2481.769,,,3697
,,,,,,154.0416667
,,,2.5TB,,,154 Days 
,,,,,,3.5k hours of data
