Recorder,date,numFiles,TotFileSizeMB
rec04_yellowgreen,2022-03-05,14,797
rec04_yellowgreen,2022-03-06,74,4309
rec04_yellowgreen,2022-03-07,88,5138
rec04_yellowgreen,2022-03-08,98,5852
rec04_yellowgreen,2022-03-09,92,5361
rec04_yellowgreen,2022-03-10,93,5431
rec04_yellowgreen,2022-03-11,76,4437
rec04_yellowgreen,2022-03-12,92,5502
rec04_yellowgreen,2022-03-13,58,3439
rec04_yellowgreen,2022-03-14,92,5352
rec04_yellowgreen,2022-03-15,105,6167
rec04_yellowgreen,2022-03-16,43,2406
rec04_yellowgreen,2022-03-17,93,5538
rec04_yellowgreen,2022-03-18,143,8400
rec04_yellowgreen,2022-03-19,143,8404
rec04_yellowgreen,2022-03-20,143,8219
rec04_yellowgreen,2022-03-21,122,7089
rec04_yellowgreen,2022-03-22,143,8448
rec04_yellowgreen,2022-03-23,143,8419
rec04_yellowgreen,2022-03-24,143,8294
rec04_yellowgreen,2022-03-25,143,8325
rec04_yellowgreen,2022-03-26,143,8460
rec04_yellowgreen,2022-03-27,137,7890
rec04_yellowgreen,2022-03-28,143,8304
rec04_yellowgreen,2022-03-29,73,4200
rec04_yellowgreen,2022-03-30,68,3953
rec04_yellowgreen,2022-03-31,89,5149
rec04_yellowgreen,2022-04-01,108,6220
rec04_yellowgreen,2022-04-02,130,7490
rec04_yellowgreen,2022-04-03,143,8193
rec04_yellowgreen,2022-04-04,143,8274
rec04_yellowgreen,2022-04-05,74,4273
rec04_yellowgreen,2022-04-06,96,5682
rec04_yellowgreen,2022-04-07,95,5690
rec04_yellowgreen,2022-04-08,142,8273
rec04_yellowgreen,2022-04-09,118,6894
rec04_yellowgreen,2022-04-10,143,8310
rec04_yellowgreen,2022-04-11,143,8419
rec04_yellowgreen,2022-04-12,142,8288
rec04_yellowgreen,2022-04-13,143,8388
rec04_yellowgreen,2022-04-14,79,4621
rec04_yellowgreen,logs,385,0
Rec01_green,2021-04-21,1,49
Rec01_green,2021-04-22,0,NA
Rec01_green,2021-04-29,31,1596
Rec01_green,2021-04-30,140,7070
Rec01_green,2021-05-01,143,7359
Rec01_green,2021-05-02,143,7483
Rec01_green,2021-05-03,143,7936
Rec01_green,2021-05-04,143,7847
Rec01_green,2021-05-05,143,7556
Rec01_green,2021-05-06,143,7509
Rec01_green,2021-05-07,143,7492
Rec01_green,2021-05-08,143,8064
Rec01_green,2021-05-09,143,7909
Rec01_green,2021-05-10,143,7826
Rec01_green,2021-05-11,143,7333
Rec01_green,2021-05-12,123,6350
Rec01_green,2021-05-13,43,2196
Rec01_green,2021-05-14,20,1045
Rec01_green,2021-05-15,33,1700
Rec01_green,2021-05-16,3,160
Rec01_green,2021-05-17,0,NA
Rec01_green,2021-05-18,85,4282
Rec01_green,2021-05-19,51,2687
Rec01_green,2021-05-20,12,638
Rec01_green,2021-05-21,65,3991
Rec01_green,2021-05-22,27,1351
Rec01_green,2021-05-23,55,2941
Rec01_green,2021-05-24,45,2391
Rec01_green,2021-05-25,25,1216
Rec01_green,2021-05-26,70,3677
Rec01_green,2021-05-27,63,3215
Rec01_green,2021-05-28,75,3757
Rec01_green,2021-05-29,83,4277
Rec01_green,2021-05-30,47,2399
Rec01_green,2021-05-31,3,158
Rec01_green,2021-06-01,3,162
Rec01_green,2021-06-02,81,4119
Rec01_green,2021-06-03,79,4017
Rec01_green,2021-06-04,9,510
Rec01_green,2021-06-05,3,159
Rec01_green,2021-06-06,0,NA
Rec01_green,2021-06-07,0,NA
Rec01_green,2021-06-08,74,3792
Rec01_green,2021-06-09,57,2912
Rec01_green,2021-06-10,87,4198
Rec01_green,2021-06-11,4,208
Rec01_green,2021-06-12,4,206
Rec01_green,2021-06-13,59,3015
Rec01_green,2021-06-14,57,2947
Rec01_green,2021-06-15,83,4225
Rec01_green,2021-06-16,63,3194
Rec01_green,2021-06-17,4,218
Rec01_green,2021-06-18,3,159
Rec01_green,2021-06-19,6,311
Rec01_green,2021-06-20,24,1245
Rec01_green,2021-06-21,19,923
Rec01_green,2021-06-22,45,2316
Rec01_green,2021-06-23,64,3223
Rec01_green,2021-06-24,3,155
Rec01_green,2021-06-25,0,NA
Rec01_green,2021-06-26,85,4237
Rec01_green,2021-06-27,11,578
Rec01_green,2021-06-28,19,996
Rec01_green,2021-06-29,26,1348
Rec01_green,2021-06-30,25,1290
Rec01_green,2021-07-01,66,3357
Rec01_green,2021-07-02,8,408
Rec01_green,2021-07-03,3,157
Rec01_green,2021-07-04,53,2746
Rec01_green,2021-07-05,61,3098
Rec01_green,2021-07-06,47,2428
Rec01_green,2021-07-07,27,1403
Rec01_green,2021-07-08,57,2864
Rec01_green,2021-07-09,70,3476
Rec01_green,2021-07-10,21,1083
Rec01_green,2021-07-11,4,204
Rec01_green,2021-07-12,7,361
Rec01_green,2021-07-13,46,2290
Rec01_green,2021-07-14,3,156
Rec01_green,2021-07-15,0,NA
Rec01_green,2021-07-16,0,NA
Rec01_green,2021-07-17,64,3160
Rec01_green,2021-07-18,54,2743
Rec01_green,2021-07-19,64,3267
Rec01_green,2021-07-20,54,2754
Rec01_green,2021-07-21,87,4396
Rec01_green,2021-07-22,54,2741
Rec01_green,2021-07-23,59,2947
Rec01_green,2021-07-24,13,671
Rec01_green,2021-07-25,26,1349
Rec01_green,2021-07-26,51,2551
Rec01_green,2021-07-27,8,412
Rec01_green,2021-07-28,46,2403
Rec01_green,2021-07-29,3,160
Rec01_green,2021-07-30,41,2242
Rec01_green,2021-07-31,67,3453
Rec01_green,2021-08-01,3,116
Rec01_green,2021-08-02,0,NA
Rec01_green,2021-08-03,59,3013
Rec01_green,2021-08-04,26,1277
Rec01_green,2021-08-05,64,3182
Rec01_green,2021-08-06,76,4025
Rec01_green,2021-08-07,29,1397
Rec01_green,2021-08-08,14,763
Rec01_green,2021-08-09,60,3165
Rec01_green,2021-08-10,66,3353
Rec01_green,2021-08-11,74,3726
Rec01_green,2021-08-12,16,824
Rec01_green,2021-08-13,36,1862
Rec01_green,2021-08-14,67,3440
Rec01_green,2021-08-15,69,3587
Rec01_green,2021-08-16,28,1530
Rec01_green,2021-08-17,10,486
Rec01_green,2021-08-18,63,3250
Rec01_green,2021-08-19,64,3168
Rec01_green,2021-08-20,32,1592
Rec01_green,2021-08-21,22,1046
Rec01_green,2021-08-22,27,1405
Rec01_green,2021-08-23,36,1902
Rec01_green,2021-08-24,3,157
Rec01_green,2021-08-25,95,4852
Rec01_green,2021-08-26,143,7312
Rec01_green,2021-08-27,113,5682
Rec01_green,2021-08-28,51,2650
Rec01_green,2021-08-29,72,3552
Rec01_green,2021-08-30,18,888
Rec01_green,2021-08-31,55,2817
Rec01_green,2021-09-01,43,2229
Rec01_green,2021-09-02,49,2558
Rec01_green,2021-09-03,75,3883
Rec01_green,2021-09-04,25,1256
Rec01_green,2021-09-05,88,4461
Rec01_green,2021-09-06,143,7349
Rec01_green,2021-09-07,107,5410
Rec01_green,2021-09-08,142,7420
Rec01_green,2021-09-09,142,7390
Rec01_green,2021-09-10,51,2601
Rec01_green,2021-09-11,82,4167
Rec01_green,2021-09-13,25,1296
Rec01_green,logs,272,0
