VARIANCE:,yellow,,,,,,,blue ,,,,,,,green ,,,,,,,yellowgreen ,,,,,
pre,6.4721,7.4791,5.8018,5.6281,5.6709,6.0383,,2.55254,37.7186,4.28407,3.56007,3.90805,3.59763,,17.0213,13.0924,15.8185,19.5105,18.5486,9.14341,,2.4328,2.4446,2.3964,2.5706,2.5204,2.4311
pre,6.2656,6.8003,5.7515,5.5977,5.5844,5.9141,,2.70799,20.6618,2.2115,2.10891,2.57609,2.67422,,41.7014,38.0468,40.0255,94.4181,88.53,36.3169,,2.4318,2.4901,2.3705,2.5792,2.5342,2.4356
pre,6.9288,8.0898,6.1208,5.9751,5.8952,6.334,,2.19336,15.2825,2.107,2.08525,2.31618,2.18136,,71.2934,62.8808,62.8005,87.8521,78.6659,48.8268,,2.469,2.4991,2.5578,2.6414,2.5806,2.6085
pre,10.8249,11.9639,9.85215,9.74059,9.75776,10.183,,2.43665,69.9184,3.93127,3.27516,2.99535,2.82578,,26.2568,16.3186,22.3961,19.6144,16.1174,10.0156,,2.3823,2.5075,2.329,2.5193,2.4644,2.3717
pre,5.4815,6.351,4.7459,4.5901,4.6419,4.9528,,2.28562,20.3268,2.71726,2.43563,2.66352,2.32763,,34.9177,26.7011,32.9208,77.6089,71.4662,26.9273,,2.5419,2.5727,2.416,2.6616,2.6163,2.5148
pre,12.812,13.4723,12.227,11.8222,11.7824,12.4776,,3.57461,57.6818,5.23772,3.79002,4.35297,3.96075,,58.4899,41.3117,42.3044,76.7943,68.5351,40.5292,,2.6699,2.6521,2.5896,2.7985,2.7391,2.6331
early,3.9583,4.286,3.6296,3.5663,3.8387,3.6153,,1.7379,1.7496,0.095915,0.099215,1.778,1.8548,,6.1761,9.6265,4.7314,5.8359,4.3598,3.9358,,3.3798,4.1728,1.6706,1.7297,1.6643,1.6095
early,5.193,5.1285,4.4048,4.2242,4.5573,4.5133,,1.8117,1.7266,1.5082,1.5447,0.7572,0.92039,,3.1969,7.4739,3.1225,3.5024,3.5479,3.1231,,5.5247,7.1895,1.9127,1.9745,1.818,1.6836
early,4.5163,4.3373,3.6182,3.5545,3.8327,3.7727,,1.6915,1.7047,0.09591,0.099124,1.6385,1.8658,,13.6438,10.2382,6.21,14.2242,42.8467,21.2245,,4.5264,5.4707,1.7903,1.829,1.7042,1.6349
early,6.001,6.8956,4.6674,4.7575,5.1164,4.813,,2.0413,1.9728,1.8029,1.8865,1.8983,1.8704,,6.86726,14.5224,6.36939,7.10174,5.13658,4.85775,,7.65216,10.3308,1.87229,1.93962,1.77047,1.64126
early,5.5933,5.2126,3.6365,3.7007,3.9728,3.7975,,1.7593,1.8464,1.7743,1.8229,1.7779,1.8295,,3.0242,8.1208,2.7139,3.1955,3.021,2.6886,,20.4834,24.656,3.07117,3.2247,2.49592,1.95125
early,6.3717,6.97,5.2298,5.376,5.6271,5.4983,,1.6636,1.6814,0.45503,0.47569,1.6353,1.7498,,2.8826,9.0224,2.8356,3.2599,3.2151,2.8245,,2.5278,2.4295,0.85933,3.4467,3.9744,1.634
early,4.4268,5.2193,3.6612,3.5,3.7648,3.8244,,1.6969,1.7426,0.096215,0.099227,1.6932,1.7871,,12.4619,13.2611,10.9514,13.1807,9.06868,7.29992,,5.029,5.6155,1.805,1.8571,1.7268,1.6536
