Time	Sep	R	Theta	Phi
1800	0	1.0000527986061536	0.0	-2.5307356190132495
1820	0	1.0000527986061536	0.0	-2.5307356190132495
1840	0	1.0000527986061536	0.0	-2.5307356190132495
1860	0	1.0000527986061536	0.0	-2.5307356190132495
3080	1	1.0000527986061536	0.0	-2.5307356190132495
3100	1	1.0000527986061536	0.0	-2.5307356190132495
3120	1	1.0000527986061536	0.0	-2.5307356190132495
3140	1	1.0000527986061536	0.0	-2.5307356190132495
3160	1	1.0000527986061536	0.0	-2.5307356190132495
3180	1	1.0000527986061536	0.0	-2.5307356190132495
3200	1	1.0000527986061536	0.0	-2.5307356190132495
3220	1	0.999973919659908	0.0	-2.4434228927824444
3240	1	1.0000527986061536	0.0	-2.5307356190132495
3260	1	1.0000527986061536	0.0	-2.5307356190132495
3280	1	0.999973919659908	0.0	-2.4434228927824444
3300	1	1.0000527986061536	0.0	-2.5307356190132495
3320	1	1.0000527986061536	0.0	-2.5307356190132495
3340	1	1.0000527986061536	0.0	-2.5307356190132495
3360	1	0.999973919659908	0.0	-2.4434228927824444
3380	1	1.0000527986061536	0.0	-2.5307356190132495
3400	1	1.0000527986061536	0.0	-2.5307356190132495
3420	1	1.0000527986061536	0.0	-2.5307356190132495
3440	1	1.0000527986061536	0.0	-2.5307356190132495
4560	2	0.9999779997579946	0.0	-1.0471848490249271
4580	2	0.9999779997579946	0.0	-1.0471848490249271
4600	2	0.9999779997579946	0.0	-1.0471848490249271
4620	2	0.9999779997579946	0.0	-1.0471848490249271
4640	2	0.9999779997579946	0.0	-1.0471848490249271
4660	2	0.9999779997579946	0.0	-1.0471848490249271
4680	2	0.9999779997579946	0.0	-1.0471848490249271
4700	2	1.0000527986061536	0.0	-0.9599392922183528
4720	2	0.9999779997579946	0.0	-1.0471848490249271
4740	2	0.9999779997579946	0.0	-1.0471848490249271
4760	2	0.9999779997579946	0.0	-1.0471848490249271
4780	2	0.9999779997579946	0.0	-1.0471848490249271
4800	2	0.9999779997579946	0.0	-1.0471848490249271
4820	2	0.9999779997579946	0.0	-1.0471848490249271
4840	2	0.9999779997579946	0.0	-1.0471848490249271
4860	2	0.9999779997579946	0.0	-1.0471848490249271
4880	2	0.9999779997579946	0.0	-1.0471848490249271
4900	2	0.9999779997579946	0.0	-1.0471848490249271
4920	2	0.9999779997579946	0.0	-1.0471848490249271
6100	3	0.9999701245537288	0.0	-0.2617876756283289
6120	3	0.9999701245537288	0.0	-0.2617876756283289
6140	3	0.9999701245537288	0.0	-0.2617876756283289
6160	3	0.9999701245537288	0.0	-0.2617876756283289
6180	3	0.9999701245537288	0.0	-0.2617876756283289
6200	3	0.9999701245537288	0.0	-0.2617876756283289
6220	3	0.9999701245537288	0.0	-0.2617876756283289
6240	3	0.9999701245537288	0.0	-0.2617876756283289
6260	3	0.9999701245537288	0.0	-0.2617876756283289
6280	3	0.9999701245537288	0.0	-0.2617876756283289
6300	3	0.9999701245537288	0.0	-0.2617876756283289
6320	3	0.9999701245537288	0.0	-0.2617876756283289
6340	3	0.9999701245537288	0.0	-0.2617876756283289
6360	3	0.9999701245537288	0.0	-0.2617876756283289
6380	3	0.9999701245537288	0.0	-0.2617876756283289
6400	3	0.9999701245537288	0.0	-0.2617876756283289
6420	3	0.9999701245537288	0.0	-0.2617876756283289
6440	3	0.9999701245537288	0.0	-0.2617876756283289
7560	4	0.9999852248908481	0.0	0.4363190529887563
7580	4	0.9999852248908481	0.0	0.4363190529887563
7600	4	0.9999852248908481	0.0	0.4363190529887563
7620	4	0.9999852248908481	0.0	0.4363190529887563
7640	4	0.9999852248908481	0.0	0.4363190529887563
7660	4	0.9999852248908481	0.0	0.4363190529887563
7680	4	0.9999852248908481	0.0	0.4363190529887563
7700	4	0.9999779997579946	0.0	0.5236114777699694
7720	4	0.9999852248908481	0.0	0.4363190529887563
7740	4	0.9999779997579946	0.0	0.5236114777699694
7760	4	0.9999852248908481	0.0	0.4363190529887563
7780	4	0.9999852248908481	0.0	0.4363190529887563
7800	4	0.9999852248908481	0.0	0.4363190529887563
7820	4	0.9999779997579946	0.0	0.5236114777699694
7840	4	0.9999852248908481	0.0	0.4363190529887563
7860	4	0.9999852248908481	0.0	0.4363190529887563
7880	4	0.9999852248908481	0.0	0.4363190529887563
7900	4	0.9999852248908481	0.0	0.4363190529887563
7920	4	0.9999852248908481	0.0	0.4363190529887563
9040	5	0.9999779997579946	0.0	2.094407804564866
9060	5	0.9999779997579946	0.0	2.094407804564866
9080	5	0.9999779997579946	0.0	2.094407804564866
9100	5	0.9999779997579946	0.0	2.094407804564866
9120	5	0.9999779997579946	0.0	2.094407804564866
9140	5	0.9999779997579946	0.0	2.094407804564866
9160	5	0.9999779997579946	0.0	2.094407804564866
9180	5	0.9999779997579946	0.0	2.094407804564866
9200	5	0.9999779997579946	0.0	2.094407804564866
9220	5	0.9999779997579946	0.0	2.094407804564866
9240	5	0.9999779997579946	0.0	2.094407804564866
9260	5	0.9999779997579946	0.0	2.094407804564866
9280	5	0.9999779997579946	0.0	2.094407804564866
9300	5	0.9999779997579946	0.0	2.094407804564866
9320	5	0.9999779997579946	0.0	2.094407804564866
9340	5	0.9999779997579946	0.0	2.094407804564866
9360	5	0.9999779997579946	0.0	2.094407804564866
9380	5	0.9999779997579946	0.0	2.094407804564866
9400	5	0.9999779997579946	0.0	2.094407804564866
10580	6	1.0000091399582305	0.0	3.0542825646404226
10600	6	1.0000091399582305	0.0	3.0542825646404226
10620	6	1.0000091399582305	0.0	3.0542825646404226
10640	6	1.0000091399582305	0.0	3.0542825646404226
10660	6	1.0000091399582305	0.0	3.0542825646404226
10680	6	1.0000091399582305	0.0	3.0542825646404226
10700	6	1.0000091399582305	0.0	3.0542825646404226
10720	6	1.0000091399582305	0.0	3.0542825646404226
10740	6	1.0000091399582305	0.0	3.0542825646404226
10760	6	1.0000091399582305	0.0	3.0542825646404226
10780	7	0.9999839998719979	0.0	-0.17448682501833415
10800	7	0.9999839998719979	0.0	-0.17448682501833415
10820	7	0.9999839998719979	0.0	-0.17448682501833415
10840	7	0.9999839998719979	0.0	-0.17448682501833415
10860	7	1.0000000449999988	0.0	-0.34904439802547943
10880	7	1.0000000449999988	0.0	-0.34904439802547943
10900	7	1.0000000449999988	0.0	-0.34904439802547943
10920	7	1.0000000449999988	0.0	-0.34904439802547943
12760	8	0.9999852248908481	0.0	0.4363190529887563
12780	8	0.9999852248908481	0.0	0.4363190529887563
12800	8	0.9999852248908481	0.0	0.4363190529887563
12820	8	0.9999852248908481	0.0	0.4363190529887563
13220	9	0.9999701245537288	0.0	0.2617876756283289
13240	9	0.9999701245537288	0.0	0.2617876756283289
13260	9	0.9999701245537288	0.0	0.2617876756283289
13280	9	0.9999701245537288	0.0	0.2617876756283289
13300	9	0.9999701245537288	0.0	0.2617876756283289
13320	9	0.9999701245537288	0.0	0.2617876756283289
13340	9	0.9999701245537288	0.0	0.2617876756283289
13380	10	0.9999779997579946	0.0	0.5236114777699694
13400	10	0.9999779997579946	0.0	0.5236114777699694
13420	10	0.9999779997579946	0.0	0.5236114777699694
13440	10	0.9999779997579946	0.0	0.5236114777699694
