Sep	Start time	Start azimuth	End time	End azimuth
0	17.50	-145.00	19.60	-145.00
1	30.30	-145.00	35.40	-145.00
2	45.10	-60.00	50.20	-60.00
3	60.50	-15.00	65.40	-15.00
4	75.10	25.00	80.20	25.00
5	89.90	120.00	95.00	120.00
6	105.30	175.00	108.60	175.00
7	107.30	-10.00	110.20	-20.00
8	127.10	25.00	129.20	25.00
9	131.70	15.00	134.40	15.00
10	133.30	30.00	135.40	30.00
