Sep	Start time	Start azimuth	End time	End azimuth
0	18.30	-145.00	20.40	-145.00
1	30.90	-140.00	33.00	-140.00
2	31.70	-140.00	36.60	-140.00
3	47.10	-60.00	49.60	-60.00
4	48.70	-60.00	50.80	-60.00
5	61.90	-20.00	64.40	-20.00
6	63.30	-25.00	65.40	-25.00
7	75.90	25.00	81.00	25.00
8	91.10	125.00	97.00	120.00
9	106.10	175.00	109.40	175.00
10	108.90	-10.00	111.00	-10.00
11	131.90	15.00	134.60	20.00
