Sep	Start time	Start azimuth	End time	End azimuth
0	25.90	-145.00	28.80	-145.00
1	27.50	-145.00	30.20	-145.00
2	40.10	-55.00	45.00	-60.00
3	55.30	-15.00	60.20	-15.00
4	70.10	30.00	75.20	30.00
5	84.90	120.00	89.80	120.00
6	100.10	175.00	103.40	175.00
7	102.30	-10.00	105.00	-10.00
8	126.70	20.00	129.20	15.00
