Frequency (Hz)	Level (dB)
15.625000	-73.050468
31.250000	-74.415245
46.875000	-75.316406
62.500000	-76.137909
78.125000	-76.517471
93.750000	-77.514328
109.375000	-76.357048
125.000000	-79.106552
140.625000	-80.695992
156.250000	-80.340996
171.875000	-78.845146
187.500000	-75.094162
203.125000	-72.804955
218.750000	-68.577225
234.375000	-65.553795
250.000000	-64.633812
265.625000	-65.412102
281.250000	-65.827164
296.875000	-64.176338
312.500000	-65.810936
328.125000	-67.528641
343.750000	-65.622360
359.375000	-61.887886
375.000000	-57.123253
390.625000	-58.578445
406.250000	-61.781269
421.875000	-62.889042
437.500000	-60.696449
453.125000	-58.654247
468.750000	-61.499329
484.375000	-62.242706
500.000000	-61.781807
515.625000	-57.191772
531.250000	-53.889515
546.875000	-54.880714
562.500000	-56.432041
578.125000	-56.282108
593.750000	-60.994728
609.375000	-58.507019
625.000000	-61.089195
640.625000	-64.531166
656.250000	-63.081200
671.875000	-63.013889
687.500000	-60.484966
703.125000	-59.238079
718.750000	-60.673264
734.375000	-66.282837
750.000000	-66.535698
765.625000	-61.623257
781.250000	-57.695026
796.875000	-59.912785
812.500000	-61.526581
828.125000	-62.709717
843.750000	-64.297386
859.375000	-62.951492
875.000000	-62.515171
890.625000	-62.340347
906.250000	-58.399803
921.875000	-56.302795
937.500000	-58.296486
953.125000	-65.162445
968.750000	-63.532455
984.375000	-63.612255
1000.000000	-59.344639
1015.625000	-57.866535
1031.250000	-58.432903
1046.875000	-63.100681
1062.500000	-63.346691
1078.125000	-58.996788
1093.750000	-60.299744
1109.375000	-60.495407
1125.000000	-61.495617
1140.625000	-60.889256
1156.250000	-58.571163
1171.875000	-55.186459
1187.500000	-54.104851
1203.125000	-57.634808
1218.750000	-58.640491
1234.375000	-59.042469
1250.000000	-59.425163
1265.625000	-58.122768
1281.250000	-58.410816
1296.875000	-58.903786
1312.500000	-61.232468
1328.125000	-58.380344
1343.750000	-58.444725
1359.375000	-60.292637
1375.000000	-60.492939
1390.625000	-61.992588
1406.250000	-60.414276
1421.875000	-58.039551
1437.500000	-56.757690
1453.125000	-57.441711
1468.750000	-56.311806
1484.375000	-57.973907
1500.000000	-62.633644
1515.625000	-60.303501
1531.250000	-58.130806
1546.875000	-56.191803
1562.500000	-53.925823
1578.125000	-56.150467
1593.750000	-55.819500
1609.375000	-52.675537
1625.000000	-55.397053
1640.625000	-55.096725
1656.250000	-55.648632
1671.875000	-56.662971
1687.500000	-55.757191
1703.125000	-55.561707
1718.750000	-53.617397
1734.375000	-56.734104
1750.000000	-60.630688
1765.625000	-58.658081
1781.250000	-61.130913
1796.875000	-53.269444
1812.500000	-51.938084
1828.125000	-57.702438
1843.750000	-55.167168
1859.375000	-54.061028
1875.000000	-53.813515
1890.625000	-55.279007
1906.250000	-55.327839
