Frequency (Hz)	Level (dB)
15.625000	-66.853386
31.250000	-68.434456
46.875000	-69.058998
62.500000	-69.904778
78.125000	-70.199722
93.750000	-71.567024
109.375000	-70.655251
125.000000	-73.584427
140.625000	-75.087975
156.250000	-74.764885
171.875000	-73.709457
187.500000	-69.446251
203.125000	-66.478912
218.750000	-62.462547
234.375000	-60.001793
250.000000	-58.936810
265.625000	-59.531731
281.250000	-59.552837
296.875000	-57.523808
312.500000	-59.205231
328.125000	-62.440170
343.750000	-61.201317
359.375000	-56.451706
375.000000	-50.825283
390.625000	-51.143024
406.250000	-55.398911
421.875000	-57.817940
437.500000	-55.381485
453.125000	-52.453468
468.750000	-55.600521
484.375000	-55.556843
500.000000	-53.930050
515.625000	-54.264717
531.250000	-48.905430
546.875000	-48.684723
562.500000	-50.914883
578.125000	-50.239822
593.750000	-55.748844
609.375000	-54.342838
625.000000	-55.098709
640.625000	-55.782124
656.250000	-57.076111
671.875000	-55.563690
687.500000	-57.972816
703.125000	-54.284054
718.750000	-52.125374
734.375000	-56.215912
750.000000	-60.169773
765.625000	-58.432110
781.250000	-51.780079
796.875000	-53.404377
812.500000	-56.609886
828.125000	-56.775036
843.750000	-60.610268
859.375000	-59.813633
875.000000	-57.481087
890.625000	-58.741821
906.250000	-54.679081
921.875000	-50.851601
937.500000	-51.866642
953.125000	-55.572155
968.750000	-56.275127
984.375000	-57.210964
1000.000000	-57.231121
1015.625000	-52.997967
1031.250000	-50.176163
1046.875000	-51.449947
1062.500000	-55.584335
1078.125000	-58.462219
1093.750000	-55.215542
1109.375000	-56.202568
1125.000000	-57.725731
1140.625000	-56.419842
1156.250000	-52.978973
1171.875000	-54.272202
1187.500000	-56.222511
1203.125000	-54.701591
1218.750000	-53.556400
1234.375000	-51.309460
1250.000000	-53.932030
1265.625000	-55.689911
1281.250000	-59.230373
1296.875000	-56.599262
1312.500000	-57.338612
1328.125000	-58.946316
1343.750000	-55.742813
1359.375000	-53.140507
1375.000000	-56.893486
1390.625000	-52.050182
1406.250000	-50.579914
1421.875000	-53.670807
1437.500000	-56.284824
1453.125000	-55.900864
1468.750000	-52.728825
1484.375000	-52.490524
1500.000000	-50.972080
1515.625000	-50.018093
1531.250000	-52.370380
1546.875000	-52.241932
1562.500000	-50.378841
1578.125000	-49.615616
1593.750000	-52.585098
1609.375000	-53.672134
1625.000000	-49.869221
1640.625000	-47.659752
1656.250000	-49.009083
1671.875000	-52.006016
1687.500000	-51.590580
1703.125000	-49.290066
1718.750000	-48.542953
1734.375000	-50.315807
1750.000000	-51.858917
1765.625000	-52.095123
1781.250000	-54.607040
1796.875000	-48.991676
1812.500000	-50.280228
1828.125000	-51.189022
1843.750000	-48.728737
1859.375000	-49.597000
1875.000000	-46.941738
1890.625000	-48.537052
1906.250000	-49.717533
1921.875000	-49.131035
1937.500000	-48.339176
1953.125000	-49.112926
1968.750000	-50.950981
1984.375000	-51.964096
2000.000000	-52.602501
2015.625000	-53.325508
2031.250000	-49.611721
2046.875000	-49.251354
2062.500000	-51.129429
2078.125000	-52.955696
2093.750000	-49.523647
2109.375000	-49.650803
2125.000000	-51.329315
2140.625000	-49.669384
2156.250000	-54.018970
2171.875000	-52.936062
2187.500000	-48.770893
2203.125000	-48.718010
2218.750000	-51.718498
2234.375000	-53.102470
2250.000000	-53.349892
2265.625000	-55.854202
2281.250000	-55.095932
2296.875000	-54.734283
2312.500000	-54.992100
2328.125000	-55.788719
2343.750000	-51.452503
2359.375000	-50.209717
2375.000000	-50.445423
2390.625000	-56.133625
2406.250000	-52.434589
2421.875000	-48.964996
2437.500000	-48.396072
2453.125000	-50.199074
2468.750000	-52.417400
2484.375000	-53.274761
2500.000000	-53.550865
2515.625000	-51.761303
2531.250000	-53.976074
2546.875000	-51.628441
2562.500000	-53.836754
2578.125000	-58.102753
2593.750000	-54.682140
2609.375000	-56.044292
2625.000000	-51.884487
2640.625000	-52.066727
2656.250000	-53.088364
2671.875000	-49.826622
2687.500000	-51.143440
2703.125000	-55.416050
2718.750000	-56.239601
2734.375000	-55.631428
2750.000000	-56.848297
2765.625000	-57.434662
2781.250000	-60.611084
2796.875000	-57.258438
2812.500000	-56.463757
2828.125000	-56.283466
2843.750000	-51.505733
2859.375000	-49.632660
2875.000000	-47.053844
2890.625000	-49.269855
2906.250000	-57.021729
2921.875000	-53.916649
2937.500000	-50.591862
2953.125000	-50.045467
2968.750000	-53.529331
2984.375000	-50.335510
3000.000000	-51.968956
3015.625000	-55.204857
3031.250000	-54.944824
3046.875000	-50.864857
3062.500000	-51.675167
3078.125000	-52.787876
3093.750000	-53.620441
3109.375000	-52.065544
3125.000000	-49.681297
3140.625000	-49.771481
3156.250000	-50.964451
3171.875000	-52.889080
3187.500000	-50.807636
3203.125000	-49.077354
3218.750000	-51.389294
3234.375000	-50.803650
3250.000000	-49.276909
3265.625000	-53.121761
3281.250000	-54.844822
3296.875000	-50.559834
3312.500000	-55.390759
3328.125000	-51.660183
3343.750000	-52.652367
3359.375000	-50.631512
3375.000000	-48.969296
3390.625000	-49.739902
3406.250000	-50.829529
3421.875000	-47.735508
3437.500000	-47.081848
3453.125000	-49.858196
3468.750000	-49.467724
3484.375000	-47.444534
3500.000000	-49.579613
3515.625000	-50.623894
3531.250000	-49.118637
3546.875000	-50.711342
3562.500000	-49.667877
3578.125000	-45.713497
3593.750000	-46.652599
3609.375000	-47.322266
3625.000000	-48.908962
3640.625000	-53.483097
3656.250000	-48.268150
3671.875000	-45.395329
3687.500000	-45.278885
3703.125000	-47.000698
3718.750000	-46.005653
3734.375000	-46.547035
3750.000000	-45.818550
3765.625000	-47.159428
3781.250000	-48.190834
3796.875000	-47.952118
3812.500000	-43.581192
3828.125000	-42.749741
3843.750000	-43.656551
3859.375000	-46.126194
3875.000000	-52.098778
3890.625000	-48.866405
3906.250000	-42.789993
3921.875000	-41.375130
3937.500000	-44.493290
3953.125000	-48.468750
3968.750000	-46.546871
3984.375000	-46.156200
4000.000000	-44.567738
4015.625000	-43.019497
4031.250000	-43.763779
4046.875000	-46.370220
4062.500000	-45.525875
4078.125000	-44.357574
4093.750000	-44.520782
4109.375000	-46.694885
4125.000000	-48.967358
4140.625000	-50.272835
4156.250000	-45.521069
4171.875000	-43.982372
4187.500000	-45.607384
4203.125000	-48.835415
4218.750000	-51.545338
4234.375000	-49.718616
4250.000000	-47.062012
4265.625000	-46.411045
4281.250000	-46.285137
4296.875000	-47.615398
4312.500000	-50.670486
4328.125000	-48.193993
4343.750000	-46.851448
4359.375000	-50.496777
4375.000000	-47.138145
4390.625000	-46.414261
4406.250000	-46.840672
4421.875000	-48.418152
4437.500000	-48.080971
4453.125000	-48.934097
4468.750000	-48.438988
4484.375000	-47.983440
4500.000000	-48.020588
4515.625000	-49.785984
4531.250000	-44.764030
4546.875000	-45.870785
4562.500000	-47.950871
4578.125000	-49.040596
4593.750000	-49.148144
4609.375000	-50.422733
4625.000000	-49.059738
4640.625000	-45.805420
4656.250000	-45.790745
4671.875000	-47.344963
4687.500000	-48.175808
4703.125000	-48.664288
4718.750000	-50.115788
4734.375000	-47.388676
4750.000000	-48.181015
4765.625000	-48.773651
4781.250000	-46.759102
4796.875000	-45.894894
4812.500000	-47.903336
4828.125000	-52.743176
4843.750000	-51.239563
4859.375000	-46.171795
4875.000000	-45.014465
4890.625000	-46.750023
4906.250000	-49.352028
4921.875000	-52.244522
4937.500000	-49.979214
4953.125000	-47.078690
4968.750000	-49.138618
4984.375000	-49.001041
5000.000000	-48.357166
5015.625000	-49.095604
5031.250000	-50.922359
5046.875000	-53.006001
5062.500000	-51.983135
5078.125000	-53.138809
5093.750000	-48.814552
5109.375000	-48.500210
5125.000000	-49.670708
5140.625000	-51.992287
5156.250000	-55.999939
5171.875000	-51.359901
5187.500000	-47.971596
5203.125000	-49.190960
5218.750000	-50.178497
5234.375000	-47.875744
5250.000000	-48.726688
5265.625000	-51.065796
5281.250000	-48.519562
5296.875000	-52.794170
5312.500000	-51.217484
5328.125000	-47.892616
5343.750000	-47.424629
5359.375000	-47.022327
5375.000000	-49.591251
5390.625000	-54.536415
5406.250000	-58.101227
5421.875000	-50.780727
5437.500000	-48.403587
5453.125000	-49.682560
5468.750000	-52.296516
5484.375000	-53.037140
5500.000000	-49.796829
5515.625000	-52.285774
5531.250000	-57.810928
5546.875000	-58.080582
5562.500000	-54.015701
5578.125000	-50.628418
5593.750000	-52.095547
5609.375000	-52.874134
5625.000000	-59.339600
5640.625000	-60.236984
5656.250000	-57.423641
5671.875000	-57.572567
5687.500000	-61.082932
5703.125000	-59.962006
5718.750000	-56.588425
5734.375000	-56.500862
5750.000000	-54.047760
5765.625000	-56.655331
5781.250000	-56.130665
5796.875000	-53.287945
5812.500000	-55.839603
5828.125000	-61.090000
5843.750000	-57.873600
5859.375000	-54.290939
5875.000000	-53.875381
5890.625000	-52.905972
5906.250000	-55.918880
5921.875000	-55.319843
5937.500000	-53.546600
5953.125000	-56.672268
5968.750000	-54.974113
5984.375000	-54.080872
6000.000000	-52.841129
6015.625000	-49.697681
6031.250000	-51.402863
6046.875000	-55.310562
6062.500000	-61.214321
6078.125000	-53.917477
6093.750000	-50.406906
6109.375000	-50.353134
6125.000000	-50.970402
6140.625000	-53.459370
6156.250000	-55.844486
6171.875000	-56.107101
6187.500000	-53.200798
6203.125000	-52.174488
6218.750000	-53.283920
6234.375000	-52.097710
6250.000000	-50.802937
6265.625000	-50.383450
6281.250000	-54.435570
6296.875000	-55.029022
6312.500000	-57.902119
6328.125000	-51.465836
6343.750000	-49.895607
6359.375000	-49.575233
6375.000000	-49.710396
6390.625000	-50.189751
6406.250000	-52.255955
6421.875000	-52.690857
6437.500000	-52.412014
6453.125000	-53.851086
6468.750000	-49.782291
6484.375000	-49.110336
6500.000000	-49.011391
6515.625000	-49.531162
6531.250000	-51.390301
6546.875000	-53.285671
6562.500000	-53.192841
6578.125000	-51.170288
6593.750000	-51.546917
6609.375000	-51.807343
6625.000000	-53.106915
6640.625000	-54.249729
6656.250000	-54.513565
6671.875000	-55.027275
6687.500000	-56.157730
6703.125000	-55.421513
6718.750000	-55.261681
6734.375000	-56.737919
6750.000000	-56.919971
6765.625000	-58.944893
6781.250000	-59.482933
6796.875000	-58.710892
6812.500000	-58.119801
6828.125000	-58.746078
6843.750000	-60.001488
6859.375000	-62.066448
6875.000000	-66.548973
6890.625000	-68.236954
6906.250000	-68.033302
6921.875000	-63.524807
6937.500000	-63.267902
6953.125000	-63.556938
6968.750000	-64.176132
6984.375000	-65.730766
7000.000000	-68.395447
7015.625000	-70.877365
7031.250000	-76.216972
7046.875000	-74.924515
7062.500000	-72.499191
7078.125000	-69.890175
7093.750000	-71.334732
7109.375000	-74.797554
7125.000000	-78.013939
7140.625000	-78.071304
7156.250000	-79.888634
7171.875000	-78.962639
7187.500000	-78.566254
7203.125000	-80.002960
7218.750000	-80.880829
7234.375000	-81.488487
7250.000000	-83.975487
7265.625000	-85.916168
7281.250000	-84.359451
7296.875000	-83.304558
7312.500000	-87.340279
7328.125000	-85.628845
7343.750000	-86.855423
7359.375000	-92.464172
7375.000000	-91.993340
7390.625000	-88.492126
7406.250000	-85.341591
7421.875000	-86.116982
7437.500000	-86.826210
7453.125000	-88.381065
7468.750000	-90.159508
7484.375000	-90.633339
7500.000000	-92.255142
7515.625000	-92.295952
7531.250000	-90.247223
7546.875000	-89.843369
7562.500000	-92.440643
7578.125000	-93.927185
7593.750000	-93.811279
7609.375000	-92.566025
7625.000000	-92.613922
7640.625000	-93.771423
7656.250000	-94.931862
7671.875000	-95.150192
7687.500000	-95.819275
7703.125000	-95.427628
7718.750000	-95.211990
7734.375000	-95.600327
7750.000000	-95.629684
7765.625000	-95.506638
7781.250000	-95.919426
7796.875000	-96.157234
7812.500000	-96.081490
7828.125000	-96.033112
7843.750000	-96.460175
7859.375000	-96.361961
7875.000000	-96.013275
7890.625000	-96.019089
7906.250000	-96.087166
7921.875000	-96.185677
7937.500000	-96.127373
7953.125000	-96.264366
7968.750000	-95.982002
7984.375000	-96.002357
