Frequency (Hz)	Level (dB)
15.625000	-83.066597
31.250000	-87.247955
46.875000	-84.687271
62.500000	-84.375656
78.125000	-84.095734
93.750000	-84.216400
109.375000	-83.315308
125.000000	-83.088501
140.625000	-82.248619
156.250000	-81.699440
171.875000	-81.513016
187.500000	-79.917496
203.125000	-78.686073
218.750000	-75.174858
234.375000	-72.299820
250.000000	-71.382095
265.625000	-71.900681
281.250000	-71.782227
296.875000	-69.924767
312.500000	-71.471313
328.125000	-71.995308
343.750000	-69.149109
359.375000	-65.860695
375.000000	-61.687069
390.625000	-63.527534
406.250000	-66.788055
421.875000	-66.556969
437.500000	-64.340408
453.125000	-62.641918
468.750000	-64.215073
484.375000	-64.375702
500.000000	-62.986073
515.625000	-59.189129
531.250000	-57.428692
546.875000	-58.508781
562.500000	-58.174088
578.125000	-58.709084
593.750000	-60.931229
609.375000	-59.940304
625.000000	-61.851776
640.625000	-63.467144
656.250000	-64.576721
671.875000	-62.358948
687.500000	-58.845779
703.125000	-59.967499
718.750000	-62.898285
734.375000	-59.566433
750.000000	-59.213867
765.625000	-59.192478
781.250000	-55.807018
796.875000	-57.346039
812.500000	-60.478901
828.125000	-65.490051
843.750000	-65.091904
859.375000	-63.439774
875.000000	-62.451355
890.625000	-61.868542
906.250000	-60.810368
921.875000	-58.229683
937.500000	-60.904163
953.125000	-60.365292
968.750000	-59.126717
984.375000	-62.877735
1000.000000	-60.588375
1015.625000	-60.082775
1031.250000	-61.677105
1046.875000	-62.701637
1062.500000	-62.589226
1078.125000	-60.063812
1093.750000	-59.696774
1109.375000	-60.636585
1125.000000	-61.063236
1140.625000	-61.458534
1156.250000	-58.504211
1171.875000	-59.013489
1187.500000	-59.356689
1203.125000	-61.970673
1218.750000	-59.575878
1234.375000	-59.963295
1250.000000	-58.731129
1265.625000	-58.987579
1281.250000	-60.754089
1296.875000	-60.971054
1312.500000	-56.810871
1328.125000	-54.637035
1343.750000	-59.612473
1359.375000	-63.102142
1375.000000	-60.176975
1390.625000	-59.566090
1406.250000	-58.533894
1421.875000	-56.791645
1437.500000	-57.541073
1453.125000	-55.880653
1468.750000	-56.457539
1484.375000	-58.005287
1500.000000	-55.574673
1515.625000	-53.950050
1531.250000	-56.930443
1546.875000	-58.326607
1562.500000	-58.102776
1578.125000	-59.238476
1593.750000	-52.363655
1609.375000	-51.409706
1625.000000	-52.553059
1640.625000	-55.343262
1656.250000	-54.459324
1671.875000	-55.146358
1687.500000	-57.906727
1703.125000	-53.932549
1718.750000	-57.510612
1734.375000	-58.319172
1750.000000	-56.700714
1765.625000	-53.396523
1781.250000	-52.362682
1796.875000	-52.160721
1812.500000	-51.970322
1828.125000	-52.502712
1843.750000	-51.626213
1859.375000	-52.774452
1875.000000	-52.381691
1890.625000	-48.703594
1906.250000	-48.552216
1921.875000	-47.935287
1937.500000	-48.488415
1953.125000	-52.562263
1968.750000	-53.473251
1984.375000	-49.329071
2000.000000	-47.707695
2015.625000	-48.208210
2031.250000	-49.205151
2046.875000	-49.002098
2062.500000	-51.531544
2078.125000	-52.395565
2093.750000	-52.107338
2109.375000	-51.067101
2125.000000	-49.986965
2140.625000	-51.507000
2156.250000	-48.063011
2171.875000	-49.187481
2187.500000	-51.676933
2203.125000	-53.130821
2218.750000	-54.089275
2234.375000	-51.942375
2250.000000	-48.523129
2265.625000	-47.843323
2281.250000	-51.503456
2296.875000	-51.630035
2312.500000	-50.864243
2328.125000	-50.578678
2343.750000	-47.698128
2359.375000	-46.912491
2375.000000	-48.856918
2390.625000	-48.703888
2406.250000	-48.140202
2421.875000	-49.252136
2437.500000	-50.063396
2453.125000	-52.927799
2468.750000	-57.476482
2484.375000	-50.678581
2500.000000	-48.221569
2515.625000	-47.066811
2531.250000	-49.022633
2546.875000	-51.784317
2562.500000	-54.342472
2578.125000	-50.661484
2593.750000	-47.913261
2609.375000	-48.184082
2625.000000	-46.872555
2640.625000	-48.637627
2656.250000	-51.268551
2671.875000	-52.318241
2687.500000	-50.694427
2703.125000	-52.453228
2718.750000	-57.039219
2734.375000	-57.059021
2750.000000	-50.063278
2765.625000	-47.759079
2781.250000	-50.359955
2796.875000	-54.243988
2812.500000	-53.208878
2828.125000	-52.163078
2843.750000	-53.558475
2859.375000	-51.776165
2875.000000	-51.949841
2890.625000	-47.768726
2906.250000	-50.879261
2921.875000	-48.134571
2937.500000	-48.290466
2953.125000	-50.588249
2968.750000	-50.037838
2984.375000	-50.174339
3000.000000	-52.554707
3015.625000	-51.148224
3031.250000	-51.221081
3046.875000	-54.512135
3062.500000	-54.198265
3078.125000	-53.337181
3093.750000	-52.693348
3109.375000	-49.842278
3125.000000	-51.741840
3140.625000	-53.469910
3156.250000	-51.875191
3171.875000	-49.836105
3187.500000	-50.497860
3203.125000	-48.487926
3218.750000	-47.066334
3234.375000	-50.504433
3250.000000	-49.016426
3265.625000	-47.886272
3281.250000	-48.882053
3296.875000	-50.415989
3312.500000	-52.989147
3328.125000	-51.025009
3343.750000	-47.241390
3359.375000	-46.862782
3375.000000	-49.924343
3390.625000	-50.963589
3406.250000	-49.753036
3421.875000	-54.929493
3437.500000	-59.775978
3453.125000	-54.813087
3468.750000	-55.098335
3484.375000	-51.156868
3500.000000	-46.744179
3515.625000	-47.520203
3531.250000	-49.294514
