Frequency (Hz)	Level (dB)
15.625000	-72.894554
31.250000	-74.599083
46.875000	-75.498589
62.500000	-76.020447
78.125000	-75.930923
93.750000	-76.926003
109.375000	-76.281593
125.000000	-79.057137
140.625000	-80.250000
156.250000	-80.121437
171.875000	-78.923347
187.500000	-74.943893
203.125000	-72.194778
218.750000	-68.178375
234.375000	-65.713348
250.000000	-64.721901
265.625000	-65.496315
281.250000	-66.089027
296.875000	-64.394814
312.500000	-66.181168
328.125000	-68.352928
343.750000	-65.595093
359.375000	-61.287083
375.000000	-56.306705
390.625000	-57.388660
406.250000	-62.784599
421.875000	-64.037453
437.500000	-61.650322
453.125000	-58.619648
468.750000	-60.775146
484.375000	-61.215733
500.000000	-60.772251
515.625000	-59.470383
531.250000	-56.011055
546.875000	-55.783787
562.500000	-57.860733
578.125000	-56.943623
593.750000	-61.435753
609.375000	-59.231327
625.000000	-60.463814
640.625000	-62.350456
656.250000	-64.478828
671.875000	-63.804245
687.500000	-61.637566
703.125000	-58.255959
718.750000	-57.911789
734.375000	-64.445892
750.000000	-67.858887
765.625000	-61.718559
781.250000	-57.027569
796.875000	-59.373539
812.500000	-65.340508
828.125000	-67.940872
843.750000	-68.750931
859.375000	-65.744797
875.000000	-61.841732
890.625000	-62.725861
906.250000	-59.153397
921.875000	-57.073841
937.500000	-59.016537
953.125000	-64.012489
968.750000	-59.632931
984.375000	-62.388103
1000.000000	-61.265228
1015.625000	-58.708351
1031.250000	-58.087719
1046.875000	-60.311493
1062.500000	-65.436966
1078.125000	-61.015369
1093.750000	-59.530830
1109.375000	-59.444088
1125.000000	-60.288349
1140.625000	-58.110306
1156.250000	-60.800526
1171.875000	-61.055748
1187.500000	-58.283501
1203.125000	-58.110813
1218.750000	-58.704266
1234.375000	-57.690365
1250.000000	-61.980221
1265.625000	-61.745415
1281.250000	-59.356224
1296.875000	-58.332184
1312.500000	-62.742905
1328.125000	-61.590664
1343.750000	-58.298229
1359.375000	-59.318413
1375.000000	-61.590576
1390.625000	-56.648846
1406.250000	-57.485035
1421.875000	-61.630039
1437.500000	-59.509186
1453.125000	-56.276012
1468.750000	-56.799671
1484.375000	-58.392883
1500.000000	-59.255863
1515.625000	-59.537674
1531.250000	-58.673237
1546.875000	-56.786209
1562.500000	-55.988419
1578.125000	-55.592491
1593.750000	-58.229767
1609.375000	-55.604645
1625.000000	-56.448895
1640.625000	-53.388176
1656.250000	-53.699047
1671.875000	-56.561821
1687.500000	-55.448509
1703.125000	-56.892246
1718.750000	-57.703930
1734.375000	-56.864788
1750.000000	-56.410172
1765.625000	-54.349140
1781.250000	-58.088428
1796.875000	-55.847290
1812.500000	-56.603924
1828.125000	-57.025047
1843.750000	-55.427475
1859.375000	-57.277935
1875.000000	-57.248871
1890.625000	-57.297314
1906.250000	-58.518364
1921.875000	-55.366158
1937.500000	-56.335556
1953.125000	-56.061268
1968.750000	-55.683517
1984.375000	-57.259018
2000.000000	-58.133617
2015.625000	-58.013607
2031.250000	-59.395638
2046.875000	-59.861485
2062.500000	-60.171452
2078.125000	-60.470810
2093.750000	-63.110703
2109.375000	-63.439564
2125.000000	-61.635647
2140.625000	-57.124710
2156.250000	-57.990402
2171.875000	-62.489674
2187.500000	-60.887638
2203.125000	-62.155308
2218.750000	-60.131645
2234.375000	-60.675640
2250.000000	-61.376644
2265.625000	-59.827370
2281.250000	-62.613682
2296.875000	-60.737541
2312.500000	-58.747269
2328.125000	-62.496239
2343.750000	-62.056007
2359.375000	-60.499985
2375.000000	-58.374111
2390.625000	-58.229118
2406.250000	-58.391422
2421.875000	-53.673111
2437.500000	-54.124054
2453.125000	-57.858921
2468.750000	-59.630215
2484.375000	-60.720680
2500.000000	-64.596703
2515.625000	-62.406517
2531.250000	-60.845604
2546.875000	-64.995079
2562.500000	-66.865814
2578.125000	-59.787724
2593.750000	-60.670700
2609.375000	-62.726563
2625.000000	-60.440674
2640.625000	-58.310902
2656.250000	-56.337433
2671.875000	-54.529430
2687.500000	-57.011280
2703.125000	-59.430279
2718.750000	-59.615177
2734.375000	-57.133926
2750.000000	-54.861687
2765.625000	-56.169205
2781.250000	-58.680679
2796.875000	-57.262741
2812.500000	-56.554935
2828.125000	-55.050533
2843.750000	-54.174213
2859.375000	-55.097221
2875.000000	-57.856918
2890.625000	-53.404373
2906.250000	-58.123718
2921.875000	-60.422638
2937.500000	-57.410431
2953.125000	-57.332523
2968.750000	-53.814674
2984.375000	-51.347370
3000.000000	-53.719524
3015.625000	-57.393124
3031.250000	-57.608204
3046.875000	-55.851398
3062.500000	-57.477379
3078.125000	-57.996655
3093.750000	-60.692383
3109.375000	-56.056633
3125.000000	-55.078838
3140.625000	-56.692314
3156.250000	-56.934471
3171.875000	-55.711834
3187.500000	-61.514561
3203.125000	-62.109951
3218.750000	-57.644737
3234.375000	-58.596916
3250.000000	-55.812218
3265.625000	-54.099140
3281.250000	-54.214825
3296.875000	-54.316513
3312.500000	-53.422001
3328.125000	-55.688454
3343.750000	-59.100277
3359.375000	-59.293724
3375.000000	-58.791286
3390.625000	-61.218674
3406.250000	-58.850761
3421.875000	-54.937302
3437.500000	-56.090542
3453.125000	-54.430431
3468.750000	-57.856800
3484.375000	-57.012928
3500.000000	-55.663628
3515.625000	-55.470284
3531.250000	-57.582039
3546.875000	-59.906418
3562.500000	-56.225685
3578.125000	-55.122234
3593.750000	-56.018776
3609.375000	-54.125713
3625.000000	-55.865623
3640.625000	-53.872799
3656.250000	-50.749447
3671.875000	-50.991737
3687.500000	-53.766098
3703.125000	-57.267731
3718.750000	-60.680210
3734.375000	-54.052208
3750.000000	-49.670563
3765.625000	-49.597157
3781.250000	-50.353077
3796.875000	-54.996441
3812.500000	-60.748154
3828.125000	-56.689358
3843.750000	-57.049953
3859.375000	-53.150784
3875.000000	-48.435211
3890.625000	-47.632252
3906.250000	-50.478630
3921.875000	-53.010540
3937.500000	-54.974529
3953.125000	-53.987118
3968.750000	-56.733086
3984.375000	-56.382053
4000.000000	-52.872536
4015.625000	-51.776237
4031.250000	-50.456741
4046.875000	-53.173870
4062.500000	-57.337685
4078.125000	-53.886803
4093.750000	-51.514637
4109.375000	-52.433437
4125.000000	-53.507729
4140.625000	-54.409653
4156.250000	-55.473804
4171.875000	-57.348206
4187.500000	-59.255093
4203.125000	-55.549015
4218.750000	-55.750084
4234.375000	-57.167160
4250.000000	-53.476418
4265.625000	-54.203911
4281.250000	-55.089096
4296.875000	-55.872147
4312.500000	-58.512577
4328.125000	-57.924038
4343.750000	-55.368744
4359.375000	-54.299469
4375.000000	-54.963081
4390.625000	-56.964565
4406.250000	-55.400452
4421.875000	-53.639687
4437.500000	-51.583569
4453.125000	-51.847565
4468.750000	-53.723030
4484.375000	-56.287727
4500.000000	-58.181942
4515.625000	-57.083099
4531.250000	-55.227295
4546.875000	-58.997765
4562.500000	-57.299164
4578.125000	-54.420319
4593.750000	-54.271591
4609.375000	-57.180866
4625.000000	-57.258461
4640.625000	-61.801819
4656.250000	-55.335495
4671.875000	-51.012272
4687.500000	-52.141373
4703.125000	-55.422985
4718.750000	-59.473606
4734.375000	-56.385098
4750.000000	-57.586899
4765.625000	-55.099979
4781.250000	-53.540009
4796.875000	-52.157738
4812.500000	-50.519154
4828.125000	-51.636139
4843.750000	-56.232655
4859.375000	-57.344604
4875.000000	-56.446522
4890.625000	-55.724964
4906.250000	-55.464211
4921.875000	-54.845245
4937.500000	-56.567776
4953.125000	-55.919266
4968.750000	-56.103607
4984.375000	-55.158531
5000.000000	-54.296391
5015.625000	-55.871540
5031.250000	-58.225662
5046.875000	-55.723278
5062.500000	-51.845943
5078.125000	-52.606709
5093.750000	-56.311703
5109.375000	-55.786610
5125.000000	-55.230968
5140.625000	-57.103325
5156.250000	-55.011215
5171.875000	-52.299377
5187.500000	-54.918552
5203.125000	-56.720070
5218.750000	-53.114437
5234.375000	-52.708759
5250.000000	-53.685482
5265.625000	-53.902184
5281.250000	-59.462826
5296.875000	-52.736931
5312.500000	-49.419949
5328.125000	-49.099648
5343.750000	-51.208069
5359.375000	-53.658947
5375.000000	-53.901974
5390.625000	-55.734253
5406.250000	-54.564526
5421.875000	-49.864037
5437.500000	-49.540028
5453.125000	-51.111355
5468.750000	-52.268913
5484.375000	-53.974140
5500.000000	-58.272472
5515.625000	-55.344528
5531.250000	-52.284939
5546.875000	-54.641552
5562.500000	-56.187031
5578.125000	-57.125847
5593.750000	-57.204174
5609.375000	-58.038864
5625.000000	-58.259361
5640.625000	-61.510712
5656.250000	-56.056602
5671.875000	-55.094887
5687.500000	-59.762157
5703.125000	-62.392242
5718.750000	-62.574722
5734.375000	-58.809677
5750.000000	-58.407082
5765.625000	-57.191753
5781.250000	-58.407204
5796.875000	-65.530899
5812.500000	-64.246170
5828.125000	-64.550056
5843.750000	-61.431198
5859.375000	-59.560150
5875.000000	-62.935619
5890.625000	-59.970482
5906.250000	-61.647579
5921.875000	-61.836216
5937.500000	-62.448864
5953.125000	-60.886005
5968.750000	-59.400707
5984.375000	-58.721806
6000.000000	-57.604431
6015.625000	-58.727600
6031.250000	-62.336441
6046.875000	-64.397430
6062.500000	-59.837452
6078.125000	-55.579723
6093.750000	-55.117657
6109.375000	-57.801662
6125.000000	-60.745094
6140.625000	-62.309246
6156.250000	-59.055382
6171.875000	-61.547665
6187.500000	-57.907753
6203.125000	-56.713757
6218.750000	-58.618114
6234.375000	-58.459507
6250.000000	-57.719814
6265.625000	-57.851955
6281.250000	-61.091606
6296.875000	-61.237377
6312.500000	-57.398956
6328.125000	-54.692978
6343.750000	-55.401730
6359.375000	-58.429672
6375.000000	-57.878624
6390.625000	-57.691948
6406.250000	-58.260303
6421.875000	-60.011623
6437.500000	-61.472599
6453.125000	-57.394157
6468.750000	-54.978252
6484.375000	-57.135921
6500.000000	-58.947506
6515.625000	-57.288620
6531.250000	-58.241016
6546.875000	-59.055954
6562.500000	-58.335087
6578.125000	-57.846458
6593.750000	-63.138626
6609.375000	-60.940392
6625.000000	-60.022915
6640.625000	-60.693287
6656.250000	-60.061798
6671.875000	-60.277447
6687.500000	-61.996876
6703.125000	-63.502018
6718.750000	-63.117714
6734.375000	-67.341736
6750.000000	-68.295784
6765.625000	-65.297478
6781.250000	-63.903423
6796.875000	-62.711243
6812.500000	-63.019577
6828.125000	-65.308563
6843.750000	-68.067513
6859.375000	-69.072571
6875.000000	-73.805725
6890.625000	-70.174522
6906.250000	-67.155098
6921.875000	-68.824554
6937.500000	-68.804008
6953.125000	-69.951927
6968.750000	-73.579979
6984.375000	-75.485596
7000.000000	-74.776550
7015.625000	-73.718941
7031.250000	-75.817398
7046.875000	-73.057030
7062.500000	-70.715668
7078.125000	-74.092957
7093.750000	-84.739006
7109.375000	-79.060631
7125.000000	-76.784760
7140.625000	-77.330093
7156.250000	-76.960106
7171.875000	-77.203140
7187.500000	-84.678055
7203.125000	-79.790909
7218.750000	-79.985512
7234.375000	-85.739334
7250.000000	-83.692062
7265.625000	-83.507538
7281.250000	-84.841812
7296.875000	-87.900894
7312.500000	-87.756584
7328.125000	-91.518517
7343.750000	-90.184036
7359.375000	-88.254608
7375.000000	-92.114685
7390.625000	-95.875732
7406.250000	-95.766060
7421.875000	-96.346283
7437.500000	-94.743492
7453.125000	-94.807213
7468.750000	-97.012344
7484.375000	-96.085258
7500.000000	-97.499702
7515.625000	-97.886520
7531.250000	-96.593323
7546.875000	-96.387802
7562.500000	-95.760239
7578.125000	-96.174492
7593.750000	-97.254082
7609.375000	-98.003380
7625.000000	-98.384491
7640.625000	-98.490807
7656.250000	-98.920662
7671.875000	-99.350792
7687.500000	-99.254303
7703.125000	-99.279976
7718.750000	-98.954971
7734.375000	-98.956398
7750.000000	-99.145531
7765.625000	-99.247650
7781.250000	-99.135963
7796.875000	-99.428894
7812.500000	-99.466721
7828.125000	-99.257431
7843.750000	-99.047035
7859.375000	-99.276085
7875.000000	-99.638710
7890.625000	-99.517792
7906.250000	-99.235710
7921.875000	-99.102417
7937.500000	-99.080193
7953.125000	-99.164429
7968.750000	-99.110512
7984.375000	-99.186478
