Frequency (Hz)	Level (dB)
15.625000	-68.707031
31.250000	-70.764679
46.875000	-73.972832
62.500000	-73.198669
78.125000	-71.881302
93.750000	-72.812630
109.375000	-71.843376
125.000000	-72.983620
140.625000	-75.324661
156.250000	-75.875755
171.875000	-76.136040
187.500000	-73.833046
203.125000	-72.451324
218.750000	-69.501640
234.375000	-66.912086
250.000000	-65.203735
265.625000	-66.046875
281.250000	-67.030975
296.875000	-65.835854
312.500000	-67.271790
328.125000	-68.861710
343.750000	-66.878944
359.375000	-63.736851
375.000000	-58.770966
390.625000	-59.711304
406.250000	-63.984459
421.875000	-66.400589
437.500000	-65.660202
453.125000	-63.040878
468.750000	-66.140381
484.375000	-67.209564
500.000000	-66.866241
515.625000	-64.572701
531.250000	-59.452423
546.875000	-58.755577
562.500000	-61.933323
578.125000	-62.458305
593.750000	-65.801750
609.375000	-64.876770
625.000000	-65.582306
640.625000	-68.455254
656.250000	-69.079376
671.875000	-69.189751
687.500000	-67.466309
703.125000	-64.035339
718.750000	-64.352058
734.375000	-69.608643
750.000000	-71.843040
765.625000	-69.956345
781.250000	-67.652313
796.875000	-66.946205
812.500000	-69.563362
828.125000	-72.170876
843.750000	-75.784241
859.375000	-73.524094
875.000000	-71.427444
890.625000	-70.382217
906.250000	-70.589455
921.875000	-70.763550
937.500000	-70.423416
953.125000	-68.488235
968.750000	-67.047394
984.375000	-72.180298
1000.000000	-70.522224
1015.625000	-65.318939
1031.250000	-65.657700
1046.875000	-67.548431
1062.500000	-70.001534
1078.125000	-72.622749
1093.750000	-70.015411
1109.375000	-65.686920
1125.000000	-65.084213
1140.625000	-67.212242
1156.250000	-66.351547
1171.875000	-65.516716
1187.500000	-62.671314
1203.125000	-61.697231
1218.750000	-65.838387
1234.375000	-70.171707
1250.000000	-66.198143
1265.625000	-61.775230
1281.250000	-60.634613
1296.875000	-63.058376
1312.500000	-66.523399
1328.125000	-63.861935
1343.750000	-63.669422
1359.375000	-66.814674
1375.000000	-68.347649
1390.625000	-66.581131
1406.250000	-65.209908
1421.875000	-62.856720
1437.500000	-66.375748
1453.125000	-73.173843
1468.750000	-68.692558
1484.375000	-65.703316
1500.000000	-63.933529
1515.625000	-65.968529
1531.250000	-68.068977
1546.875000	-67.840561
1562.500000	-65.190414
1578.125000	-66.385971
1593.750000	-67.510857
1609.375000	-62.858681
1625.000000	-62.264992
1640.625000	-61.501198
1656.250000	-60.676506
1671.875000	-63.737926
1687.500000	-64.675842
1703.125000	-64.505783
1718.750000	-63.217697
1734.375000	-61.706169
1750.000000	-64.159737
1765.625000	-65.581635
1781.250000	-64.829063
1796.875000	-68.694824
1812.500000	-63.795811
1828.125000	-64.688187
1843.750000	-67.631256
1859.375000	-64.292992
1875.000000	-66.285995
1890.625000	-68.512390
1906.250000	-66.208214
1921.875000	-64.130554
1937.500000	-59.178322
1953.125000	-60.604202
1968.750000	-70.596687
1984.375000	-67.066216
2000.000000	-67.519737
2015.625000	-66.930908
2031.250000	-64.434174
2046.875000	-67.601982
2062.500000	-69.173866
2078.125000	-71.958000
2093.750000	-64.238243
2109.375000	-61.284321
2125.000000	-62.186245
2140.625000	-66.365646
2156.250000	-65.483505
2171.875000	-61.204239
2187.500000	-61.796371
2203.125000	-66.551994
2218.750000	-65.565506
2234.375000	-66.373543
2250.000000	-68.073700
2265.625000	-63.775867
2281.250000	-63.405151
2296.875000	-62.339912
2312.500000	-62.472363
2328.125000	-63.928726
2343.750000	-67.426971
2359.375000	-70.024300
2375.000000	-66.996780
2390.625000	-64.301399
2406.250000	-65.859467
2421.875000	-64.031647
2437.500000	-64.994835
2453.125000	-67.975410
2468.750000	-67.801598
2484.375000	-65.332985
2500.000000	-63.421238
