Frequency (Hz)	Level (dB)
15.625000	-72.001236
31.250000	-71.034073
46.875000	-74.031052
62.500000	-74.238266
78.125000	-74.552826
93.750000	-76.696533
109.375000	-75.912651
125.000000	-76.798683
140.625000	-77.497978
156.250000	-77.079491
171.875000	-76.644363
187.500000	-74.492554
203.125000	-72.810219
218.750000	-69.422981
234.375000	-66.571922
250.000000	-65.234673
265.625000	-66.123291
281.250000	-66.964127
296.875000	-65.495880
312.500000	-66.968521
328.125000	-68.739998
343.750000	-66.652794
359.375000	-63.365040
375.000000	-58.296722
390.625000	-59.540760
406.250000	-64.319618
421.875000	-66.560104
437.500000	-65.653770
453.125000	-63.103230
468.750000	-66.470833
484.375000	-67.240410
500.000000	-66.166672
515.625000	-63.805847
531.250000	-59.251423
546.875000	-58.911320
562.500000	-62.365070
578.125000	-62.209827
593.750000	-65.915741
609.375000	-64.185776
625.000000	-65.152534
640.625000	-68.097290
656.250000	-68.493294
671.875000	-68.985527
687.500000	-66.871628
703.125000	-64.034096
718.750000	-64.592514
734.375000	-69.413391
750.000000	-70.570908
765.625000	-69.412979
781.250000	-66.317039
796.875000	-66.088028
812.500000	-68.428566
828.125000	-71.196960
843.750000	-75.652740
859.375000	-73.608635
875.000000	-70.370712
890.625000	-70.240135
906.250000	-71.614258
921.875000	-71.893951
937.500000	-71.238464
953.125000	-70.357185
968.750000	-68.105911
984.375000	-72.038185
1000.000000	-69.186142
1015.625000	-64.997284
1031.250000	-65.824799
1046.875000	-68.207291
1062.500000	-70.433838
1078.125000	-71.731720
1093.750000	-68.412331
1109.375000	-64.724045
1125.000000	-63.867756
1140.625000	-65.514572
1156.250000	-66.435883
1171.875000	-65.591713
1187.500000	-62.497005
1203.125000	-62.313450
1218.750000	-66.832100
1234.375000	-69.466637
1250.000000	-65.988091
1265.625000	-62.817005
1281.250000	-61.696163
1296.875000	-64.181725
1312.500000	-66.587875
1328.125000	-63.183125
1343.750000	-63.474270
1359.375000	-66.732460
1375.000000	-68.357841
1390.625000	-67.225670
1406.250000	-66.063400
1421.875000	-63.489498
1437.500000	-67.257690
1453.125000	-70.895096
1468.750000	-68.374550
1484.375000	-64.402130
1500.000000	-63.137192
1515.625000	-65.419121
1531.250000	-66.371277
1546.875000	-66.108078
1562.500000	-63.394848
1578.125000	-64.890923
1593.750000	-66.776131
1609.375000	-62.716026
1625.000000	-63.057339
1640.625000	-62.188503
1656.250000	-60.478405
1671.875000	-65.129578
1687.500000	-64.615799
1703.125000	-64.182541
1718.750000	-63.371552
1734.375000	-62.466923
1750.000000	-64.335342
1765.625000	-66.576248
1781.250000	-66.206650
1796.875000	-65.597206
1812.500000	-62.271980
1828.125000	-64.407356
1843.750000	-66.339798
1859.375000	-62.093422
1875.000000	-66.752251
1890.625000	-66.124138
1906.250000	-65.092575
1921.875000	-61.144833
1937.500000	-56.722534
1953.125000	-60.151207
1968.750000	-69.459328
1984.375000	-67.753380
2000.000000	-68.731941
2015.625000	-66.633606
2031.250000	-63.669350
2046.875000	-65.577888
2062.500000	-65.965302
2078.125000	-65.934311
2093.750000	-62.596344
2109.375000	-60.838783
2125.000000	-61.166008
2140.625000	-63.464027
2156.250000	-63.335373
2171.875000	-60.297218
2187.500000	-61.239410
2203.125000	-65.339211
2218.750000	-65.670921
2234.375000	-66.307915
2250.000000	-65.762886
2265.625000	-64.996338
2281.250000	-63.461834
2296.875000	-61.482445
2312.500000	-64.576004
2328.125000	-65.680557
2343.750000	-67.379112
2359.375000	-66.919785
2375.000000	-63.985397
2390.625000	-64.348045
2406.250000	-64.271080
2421.875000	-62.057457
2437.500000	-64.916794
2453.125000	-68.402657
2468.750000	-66.967064
2484.375000	-67.720657
2500.000000	-63.376789
2515.625000	-62.367268
2531.250000	-62.830864
2546.875000	-64.858231
2562.500000	-68.866837
2578.125000	-64.090500
2593.750000	-61.356335
2609.375000	-61.181835
2625.000000	-59.522820
2640.625000	-58.698914
2656.250000	-59.367180
2671.875000	-62.802906
