Frequency (Hz)	Level (dB)
15.625000	-83.711006
31.250000	-86.910683
46.875000	-81.249237
62.500000	-82.752495
78.125000	-84.610207
93.750000	-84.750465
109.375000	-84.341866
125.000000	-84.365822
140.625000	-80.956078
156.250000	-79.758202
171.875000	-81.917473
187.500000	-80.587242
203.125000	-78.847511
218.750000	-75.465004
234.375000	-72.453529
250.000000	-71.526314
265.625000	-71.868347
281.250000	-71.597328
296.875000	-69.613129
312.500000	-71.029930
328.125000	-72.547241
343.750000	-70.143623
359.375000	-66.643768
375.000000	-62.274342
390.625000	-63.795422
406.250000	-66.254745
421.875000	-66.618179
437.500000	-64.372505
453.125000	-63.222744
468.750000	-64.931694
484.375000	-64.866783
500.000000	-63.455029
515.625000	-58.639057
531.250000	-56.511047
546.875000	-58.105923
562.500000	-58.198200
578.125000	-58.474598
593.750000	-60.898064
609.375000	-60.052826
625.000000	-62.488667
640.625000	-63.784889
656.250000	-63.953270
671.875000	-63.516331
687.500000	-60.289352
703.125000	-60.831806
718.750000	-64.057068
734.375000	-60.949112
750.000000	-60.428101
765.625000	-60.480019
781.250000	-57.078846
796.875000	-57.709621
812.500000	-58.672737
828.125000	-62.569942
843.750000	-64.530487
859.375000	-63.254719
875.000000	-65.957970
890.625000	-65.023125
906.250000	-61.485619
921.875000	-58.546257
937.500000	-60.141052
953.125000	-61.652576
968.750000	-60.636753
984.375000	-63.134315
1000.000000	-60.995762
1015.625000	-60.084293
1031.250000	-62.549335
1046.875000	-64.516281
1062.500000	-61.757248
1078.125000	-59.193375
1093.750000	-60.045792
1109.375000	-60.604523
1125.000000	-64.499313
1140.625000	-63.251339
1156.250000	-56.715923
1171.875000	-58.278522
1187.500000	-58.165474
1203.125000	-62.039612
1218.750000	-61.187962
1234.375000	-60.898556
1250.000000	-59.952240
1265.625000	-59.703556
1281.250000	-62.317604
1296.875000	-63.506744
1312.500000	-56.831184
1328.125000	-55.396210
1343.750000	-59.848038
1359.375000	-61.114815
1375.000000	-60.827484
1390.625000	-60.084435
1406.250000	-56.184437
1421.875000	-55.261047
1437.500000	-58.116337
1453.125000	-55.679745
1468.750000	-54.740196
1484.375000	-56.532852
1500.000000	-60.154060
1515.625000	-56.611229
1531.250000	-55.753086
1546.875000	-56.285851
1562.500000	-57.023640
1578.125000	-60.638672
