Frequency (Hz)	Level (dB)
15.625000	-72.530380
31.250000	-71.907135
46.875000	-75.581367
62.500000	-75.176010
78.125000	-74.672379
93.750000	-76.506081
109.375000	-75.864967
125.000000	-76.630287
140.625000	-76.962074
156.250000	-76.787277
171.875000	-76.435036
187.500000	-74.672043
203.125000	-72.860031
218.750000	-69.319260
234.375000	-66.892105
250.000000	-65.733421
265.625000	-66.611320
281.250000	-68.168701
296.875000	-67.382515
312.500000	-68.850105
328.125000	-69.209793
343.750000	-66.526482
359.375000	-64.299461
375.000000	-60.409588
390.625000	-62.064137
406.250000	-67.037605
421.875000	-67.346191
437.500000	-64.929520
453.125000	-62.232529
468.750000	-64.130295
484.375000	-65.982941
500.000000	-65.775101
515.625000	-64.681480
531.250000	-62.657967
546.875000	-62.103943
562.500000	-62.046219
578.125000	-61.567192
593.750000	-63.678722
609.375000	-64.593262
625.000000	-65.423904
640.625000	-67.139946
656.250000	-70.434059
671.875000	-70.145065
687.500000	-65.543808
703.125000	-65.575325
718.750000	-69.029427
734.375000	-70.810852
750.000000	-68.981514
765.625000	-69.441513
781.250000	-67.970123
796.875000	-68.204849
812.500000	-72.584015
828.125000	-73.778000
843.750000	-74.887566
859.375000	-75.187653
875.000000	-73.391754
890.625000	-75.581757
906.250000	-73.774986
921.875000	-73.348755
937.500000	-74.827255
953.125000	-73.435165
968.750000	-71.705391
984.375000	-73.534676
1000.000000	-70.923935
1015.625000	-70.706024
1031.250000	-72.500198
1046.875000	-71.712418
1062.500000	-73.489494
1078.125000	-69.938438
1093.750000	-69.188911
1109.375000	-67.846420
1125.000000	-68.154465
1140.625000	-69.331917
1156.250000	-70.839279
1171.875000	-68.690178
1187.500000	-65.395386
1203.125000	-67.280190
1218.750000	-68.849365
1234.375000	-66.351662
1250.000000	-66.298996
1265.625000	-64.865433
1281.250000	-65.032883
1296.875000	-70.508202
1312.500000	-69.284378
1328.125000	-64.778244
1343.750000	-66.146217
1359.375000	-71.493217
1375.000000	-75.210945
1390.625000	-72.027412
1406.250000	-68.229965
1421.875000	-67.231812
1437.500000	-71.231949
1453.125000	-72.055672
1468.750000	-73.857628
1484.375000	-66.678886
1500.000000	-64.890739
1515.625000	-67.705200
1531.250000	-71.642975
1546.875000	-70.446777
1562.500000	-65.411163
1578.125000	-69.318451
1593.750000	-67.335060
1609.375000	-63.655445
1625.000000	-65.620117
1640.625000	-69.832611
1656.250000	-72.626945
1671.875000	-68.826347
1687.500000	-67.572891
1703.125000	-65.070267
1718.750000	-66.331291
1734.375000	-68.978760
1750.000000	-71.590340
1765.625000	-69.128006
1781.250000	-63.891888
1796.875000	-62.725536
1812.500000	-65.433525
1828.125000	-66.899071
1843.750000	-66.163010
1859.375000	-67.596153
1875.000000	-71.656189
1890.625000	-70.039169
1906.250000	-67.503822
1921.875000	-69.566643
1937.500000	-65.593880
1953.125000	-62.410751
1968.750000	-62.470039
1984.375000	-66.492134
2000.000000	-67.554932
2015.625000	-67.787468
2031.250000	-67.196968
2046.875000	-67.570694
2062.500000	-66.516968
2078.125000	-68.233849
2093.750000	-70.292114
2109.375000	-69.814888
2125.000000	-67.382225
2140.625000	-65.589287
2156.250000	-66.674889
2171.875000	-68.384979
2187.500000	-65.450691
2203.125000	-63.760700
2218.750000	-67.277527
2234.375000	-73.542000
2250.000000	-72.236725
2265.625000	-65.824921
2281.250000	-63.638458
2296.875000	-65.553093
2312.500000	-70.863434
2328.125000	-68.628761
2343.750000	-64.626213
2359.375000	-66.620041
2375.000000	-71.488960
2390.625000	-70.565529
2406.250000	-68.670166
2421.875000	-69.808907
2437.500000	-71.635223
2453.125000	-74.049744
2468.750000	-70.419899
2484.375000	-69.115089
2500.000000	-70.306091
2515.625000	-67.633301
2531.250000	-67.270477
2546.875000	-68.666046
2562.500000	-69.671494
2578.125000	-69.086464
2593.750000	-68.584068
2609.375000	-70.640465
2625.000000	-70.164719
2640.625000	-67.551949
2656.250000	-69.625870
2671.875000	-68.144547
2687.500000	-69.073967
2703.125000	-68.841209
2718.750000	-67.156860
2734.375000	-68.476738
2750.000000	-73.233910
2765.625000	-64.892052
2781.250000	-63.715271
2796.875000	-63.976315
2812.500000	-63.207516
2828.125000	-62.936031
2843.750000	-65.839027
2859.375000	-64.435791
2875.000000	-66.439674
2890.625000	-69.657036
2906.250000	-68.851959
2921.875000	-71.130745
2937.500000	-71.702316
2953.125000	-67.458687
2968.750000	-66.949837
2984.375000	-68.003754
