Frequency (Hz)	Level (dB)
15.625000	-69.170860
31.250000	-71.555222
46.875000	-74.642082
62.500000	-73.859299
78.125000	-72.067787
93.750000	-72.927406
109.375000	-72.363289
125.000000	-73.541496
140.625000	-75.565636
156.250000	-76.254799
171.875000	-75.594070
187.500000	-73.414665
203.125000	-72.140869
218.750000	-69.466240
234.375000	-67.124588
250.000000	-65.517426
265.625000	-66.432541
281.250000	-68.470047
296.875000	-67.979477
312.500000	-69.199478
328.125000	-69.444733
343.750000	-66.766563
359.375000	-64.653275
375.000000	-60.776463
390.625000	-62.340324
406.250000	-66.959236
421.875000	-67.592628
437.500000	-65.236977
453.125000	-62.339043
468.750000	-64.019691
484.375000	-65.683044
500.000000	-66.155586
515.625000	-65.343697
531.250000	-62.901295
546.875000	-62.024742
562.500000	-62.181118
578.125000	-62.329132
593.750000	-64.037422
609.375000	-64.993202
625.000000	-65.621262
640.625000	-66.962265
656.250000	-70.620064
671.875000	-71.147568
687.500000	-65.955353
703.125000	-65.778526
718.750000	-69.339790
734.375000	-72.359863
750.000000	-70.717216
765.625000	-70.358322
781.250000	-69.745262
796.875000	-70.133141
812.500000	-73.879822
828.125000	-74.834122
843.750000	-76.126236
859.375000	-74.878899
875.000000	-73.873947
890.625000	-75.352417
906.250000	-73.005814
921.875000	-73.092911
937.500000	-74.338356
953.125000	-71.854774
968.750000	-71.548843
984.375000	-73.486252
1000.000000	-70.114059
1015.625000	-69.868690
1031.250000	-71.926949
1046.875000	-70.935532
1062.500000	-73.043350
1078.125000	-71.283005
1093.750000	-70.395737
1109.375000	-68.846581
1125.000000	-68.819923
1140.625000	-70.044945
1156.250000	-71.151390
1171.875000	-69.425995
1187.500000	-66.477257
1203.125000	-66.899406
1218.750000	-68.469643
1234.375000	-67.428429
1250.000000	-66.484268
1265.625000	-64.716568
1281.250000	-64.627899
1296.875000	-71.023827
1312.500000	-70.069031
1328.125000	-65.414490
1343.750000	-66.264122
1359.375000	-71.700821
1375.000000	-73.790314
1390.625000	-70.637512
1406.250000	-67.647064
1421.875000	-66.663124
1437.500000	-71.371689
1453.125000	-75.247299
1468.750000	-75.888054
1484.375000	-67.000725
1500.000000	-64.734451
1515.625000	-67.128647
1531.250000	-71.524376
1546.875000	-71.717278
1562.500000	-67.114891
1578.125000	-70.276772
1593.750000	-67.321678
1609.375000	-63.430779
1625.000000	-65.129585
1640.625000	-69.069962
1656.250000	-73.418388
1671.875000	-69.807350
1687.500000	-68.768410
1703.125000	-65.505325
1718.750000	-67.493797
1734.375000	-69.028206
1750.000000	-71.299416
1765.625000	-69.973495
1781.250000	-65.140305
1796.875000	-63.382950
1812.500000	-65.986855
1828.125000	-66.326195
1843.750000	-65.299721
1859.375000	-65.971436
1875.000000	-70.799767
1890.625000	-70.837448
1906.250000	-66.839294
1921.875000	-68.692841
1937.500000	-67.240410
1953.125000	-63.915653
1968.750000	-62.538082
1984.375000	-65.256508
2000.000000	-68.690361
2015.625000	-69.109932
2031.250000	-69.849991
2046.875000	-71.308670
2062.500000	-67.332924
2078.125000	-67.979866
2093.750000	-68.718735
2109.375000	-69.970673
2125.000000	-71.367310
2140.625000	-66.005096
2156.250000	-66.496780
2171.875000	-68.674492
2187.500000	-65.769897
2203.125000	-63.957684
2218.750000	-65.703560
2234.375000	-68.087379
2250.000000	-69.321030
2265.625000	-67.058823
2281.250000	-63.706810
2296.875000	-64.460938
2312.500000	-71.076599
2328.125000	-68.750648
2343.750000	-64.557610
2359.375000	-65.448318
2375.000000	-69.644485
2390.625000	-70.299767
2406.250000	-69.763878
2421.875000	-69.100868
2437.500000	-70.420807
2453.125000	-70.273277
2468.750000	-71.106766
2484.375000	-70.753258
2500.000000	-71.236900
2515.625000	-66.439232
2531.250000	-65.128113
2546.875000	-67.460190
2562.500000	-69.757248
2578.125000	-68.667503
2593.750000	-69.984161
2609.375000	-74.605316
2625.000000	-72.215363
2640.625000	-68.245636
2656.250000	-68.877502
2671.875000	-70.218018
2687.500000	-70.024429
2703.125000	-67.115005
2718.750000	-66.986526
2734.375000	-68.807289
2750.000000	-74.055595
2765.625000	-65.301430
2781.250000	-64.197395
2796.875000	-66.392662
2812.500000	-65.088623
2828.125000	-63.517502
2843.750000	-64.941383
2859.375000	-63.432308
2875.000000	-65.015091
2890.625000	-71.675545
2906.250000	-67.868179
2921.875000	-68.888290
2937.500000	-71.487770
2953.125000	-67.788803
2968.750000	-66.929657
2984.375000	-68.937866
3000.000000	-75.000603
3015.625000	-69.636513
3031.250000	-66.780159
3046.875000	-69.651848
3062.500000	-69.092995
3078.125000	-65.710991
3093.750000	-65.392250
3109.375000	-69.290970
3125.000000	-71.043129
3140.625000	-70.557182
3156.250000	-64.680222
3171.875000	-60.520123
3187.500000	-62.596077
3203.125000	-70.673874
3218.750000	-66.022568
3234.375000	-66.672554
3250.000000	-67.810364
3265.625000	-68.094215
3281.250000	-68.964134
3296.875000	-70.571152
3312.500000	-67.524475
3328.125000	-69.953232
3343.750000	-68.651863
3359.375000	-68.291107
3375.000000	-72.051674
3390.625000	-73.807632
3406.250000	-72.346657
3421.875000	-68.237564
3437.500000	-67.425644
3453.125000	-69.288422
3468.750000	-72.048218
3484.375000	-75.870804
3500.000000	-74.378006
3515.625000	-68.751152
3531.250000	-68.844841
3546.875000	-70.387070
3562.500000	-73.095428
3578.125000	-67.667168
3593.750000	-65.472595
3609.375000	-68.418587
3625.000000	-70.563759
3640.625000	-71.135750
3656.250000	-67.902412
3671.875000	-64.092506
3687.500000	-62.809296
3703.125000	-64.322281
3718.750000	-67.584251
3734.375000	-68.425392
3750.000000	-63.674412
3765.625000	-62.120396
3781.250000	-63.115070
3796.875000	-65.690544
3812.500000	-68.284309
3828.125000	-66.645996
3843.750000	-64.454918
3859.375000	-63.880951
3875.000000	-64.884056
3890.625000	-67.240234
3906.250000	-65.418480
3921.875000	-61.807602
3937.500000	-62.138870
3953.125000	-63.433456
3968.750000	-65.506783
3984.375000	-68.127151
4000.000000	-62.406986
4015.625000	-59.492977
4031.250000	-61.643166
4046.875000	-64.295654
4062.500000	-64.711014
4078.125000	-64.424004
4093.750000	-62.634308
4109.375000	-62.118954
4125.000000	-62.674412
4140.625000	-63.178848
4156.250000	-63.199673
4171.875000	-68.091812
4187.500000	-65.427528
4203.125000	-65.791550
4218.750000	-65.859627
4234.375000	-66.267044
4250.000000	-64.688118
4265.625000	-63.680874
4281.250000	-67.894981
4296.875000	-72.054008
4312.500000	-66.166191
4328.125000	-66.019127
4343.750000	-68.973648
4359.375000	-68.809677
4375.000000	-66.943100
4390.625000	-67.337646
4406.250000	-68.676033
4421.875000	-70.339706
4437.500000	-71.564835
4453.125000	-68.662827
4468.750000	-68.151070
4484.375000	-68.263847
4500.000000	-68.233070
4515.625000	-69.675362
4531.250000	-71.900795
4546.875000	-70.361015
4562.500000	-69.746254
4578.125000	-73.059502
4593.750000	-70.503738
4609.375000	-69.838249
4625.000000	-73.473091
4640.625000	-75.857407
4656.250000	-76.198021
4671.875000	-77.223282
4687.500000	-69.962318
4703.125000	-68.692490
4718.750000	-71.234856
4734.375000	-74.485596
4750.000000	-75.413307
4765.625000	-74.041832
4781.250000	-69.726456
4796.875000	-68.334595
4812.500000	-69.929703
4828.125000	-72.667496
4843.750000	-73.578918
4859.375000	-70.329056
4875.000000	-69.385902
4890.625000	-75.479080
4906.250000	-73.604538
4921.875000	-71.107239
4937.500000	-69.481239
4953.125000	-71.156792
4968.750000	-76.009926
4984.375000	-76.015320
