Frequency (Hz)	Level (dB)
15.625000	-81.664986
31.250000	-83.783546
46.875000	-80.461418
62.500000	-81.096268
78.125000	-81.098114
93.750000	-80.413162
109.375000	-81.387947
125.000000	-81.848778
140.625000	-80.096466
156.250000	-79.800186
171.875000	-81.067772
187.500000	-78.539932
203.125000	-77.620979
218.750000	-75.875031
234.375000	-72.925980
250.000000	-71.980949
265.625000	-72.224670
281.250000	-71.385925
296.875000	-69.508087
312.500000	-70.720528
328.125000	-72.764656
343.750000	-71.068298
359.375000	-67.662788
375.000000	-62.813488
390.625000	-63.671165
406.250000	-66.096451
421.875000	-67.047043
437.500000	-64.373520
453.125000	-62.990520
468.750000	-65.783768
484.375000	-65.521660
500.000000	-65.150650
515.625000	-59.649837
531.250000	-56.366970
546.875000	-57.486485
562.500000	-59.241661
578.125000	-58.717316
593.750000	-61.773090
609.375000	-60.199409
625.000000	-62.688770
640.625000	-66.070526
656.250000	-63.510406
671.875000	-63.978279
687.500000	-62.652088
703.125000	-60.858345
718.750000	-62.771923
734.375000	-64.034416
750.000000	-62.103294
765.625000	-61.824253
781.250000	-57.923061
796.875000	-57.901386
812.500000	-57.889610
828.125000	-60.422924
843.750000	-64.637558
859.375000	-63.678123
875.000000	-67.197990
890.625000	-66.527557
906.250000	-63.446983
921.875000	-58.161922
937.500000	-58.345078
953.125000	-62.890648
968.750000	-64.102043
984.375000	-62.245033
1000.000000	-61.517372
1015.625000	-58.639473
1031.250000	-58.454185
1046.875000	-61.906162
1062.500000	-60.786549
1078.125000	-57.685986
1093.750000	-59.367798
1109.375000	-59.471100
1125.000000	-61.759449
1140.625000	-62.989632
1156.250000	-59.611900
1171.875000	-59.388878
1187.500000	-57.508698
1203.125000	-61.316433
1218.750000	-60.314125
1234.375000	-58.462612
1250.000000	-62.730381
1265.625000	-63.204460
1281.250000	-58.776047
1296.875000	-60.359711
1312.500000	-60.530609
1328.125000	-57.174736
1343.750000	-60.038105
1359.375000	-59.824417
1375.000000	-58.387218
1390.625000	-59.994759
1406.250000	-60.851021
1421.875000	-58.321880
1437.500000	-56.347946
1453.125000	-53.649994
1468.750000	-52.624443
1484.375000	-54.037830
1500.000000	-60.108292
1515.625000	-56.974545
1531.250000	-55.842525
1546.875000	-53.793247
1562.500000	-51.554176
1578.125000	-52.925983
1593.750000	-55.881523
1609.375000	-53.020481
1625.000000	-54.422207
1640.625000	-58.506893
1656.250000	-56.697735
1671.875000	-55.852196
1687.500000	-52.996281
1703.125000	-50.404026
1718.750000	-51.510723
1734.375000	-53.948677
1750.000000	-57.068310
1765.625000	-58.791206
1781.250000	-56.587196
1796.875000	-49.774296
1812.500000	-48.462982
1828.125000	-53.432129
1843.750000	-51.909046
1859.375000	-52.355980
1875.000000	-52.876366
1890.625000	-52.963043
1906.250000	-56.276970
1921.875000	-53.634369
1937.500000	-51.012764
1953.125000	-52.237301
1968.750000	-51.518536
1984.375000	-50.417492
2000.000000	-53.424725
2015.625000	-55.251987
2031.250000	-55.839233
2046.875000	-56.204891
2062.500000	-56.121117
2078.125000	-55.831295
2093.750000	-53.908863
2109.375000	-52.426846
2125.000000	-50.930626
2140.625000	-52.077610
2156.250000	-51.112358
2171.875000	-51.429333
2187.500000	-52.694622
2203.125000	-52.550583
2218.750000	-57.721161
2234.375000	-60.275322
2250.000000	-57.828930
2265.625000	-54.848381
2281.250000	-54.539070
2296.875000	-56.046562
2312.500000	-56.242050
2328.125000	-56.987709
2343.750000	-54.093632
2359.375000	-51.041279
2375.000000	-53.179352
2390.625000	-57.162193
2406.250000	-54.729458
2421.875000	-53.977528
2437.500000	-55.873024
2453.125000	-56.407181
2468.750000	-52.973782
2484.375000	-52.894558
2500.000000	-54.667660
2515.625000	-55.698036
2531.250000	-56.428307
2546.875000	-55.547401
2562.500000	-55.357735
2578.125000	-52.807739
2593.750000	-53.889721
2609.375000	-59.233906
2625.000000	-56.850750
2640.625000	-55.616348
2656.250000	-58.613255
2671.875000	-57.534565
2687.500000	-58.381908
2703.125000	-52.771118
2718.750000	-47.026550
2734.375000	-47.358112
2750.000000	-51.299873
2765.625000	-52.967751
2781.250000	-53.926071
2796.875000	-56.927460
2812.500000	-53.883297
2828.125000	-52.995972
2843.750000	-50.359726
2859.375000	-51.379944
2875.000000	-49.407734
2890.625000	-48.220814
2906.250000	-50.539349
2921.875000	-53.072388
2937.500000	-49.036846
2953.125000	-48.531380
2968.750000	-51.617748
2984.375000	-50.966545
3000.000000	-50.773083
3015.625000	-53.715412
3031.250000	-53.845463
3046.875000	-53.434376
3062.500000	-55.432941
3078.125000	-54.469097
3093.750000	-51.312309
3109.375000	-53.428841
3125.000000	-58.451366
3140.625000	-59.007553
3156.250000	-54.137928
3171.875000	-51.726425
3187.500000	-50.622276
3203.125000	-51.533016
3218.750000	-49.930054
3234.375000	-49.873096
