Frequency (Hz)	Level (dB)
15.625000	-72.528709
31.250000	-71.975182
46.875000	-75.963722
62.500000	-75.634758
78.125000	-75.091072
93.750000	-76.351555
109.375000	-75.851990
125.000000	-76.610672
140.625000	-77.009682
156.250000	-77.017509
171.875000	-76.064423
187.500000	-74.147903
203.125000	-72.602562
218.750000	-69.414658
234.375000	-67.473381
250.000000	-66.340233
265.625000	-67.098907
281.250000	-68.828346
296.875000	-67.744919
312.500000	-68.944618
328.125000	-70.439255
343.750000	-67.608582
359.375000	-64.980072
375.000000	-60.390186
390.625000	-61.325481
406.250000	-67.343224
421.875000	-68.133118
437.500000	-66.129608
453.125000	-63.413216
468.750000	-64.835236
484.375000	-66.224770
500.000000	-66.451111
515.625000	-66.749229
531.250000	-64.806915
546.875000	-63.099697
562.500000	-63.937679
578.125000	-63.010269
593.750000	-63.685112
609.375000	-65.642868
625.000000	-66.778419
640.625000	-68.851364
656.250000	-71.734184
671.875000	-72.767075
687.500000	-69.499031
703.125000	-67.323692
718.750000	-68.223351
734.375000	-71.944366
750.000000	-70.730362
765.625000	-69.852501
781.250000	-70.856544
796.875000	-71.140663
812.500000	-74.783310
828.125000	-73.968964
843.750000	-74.473564
859.375000	-75.743355
875.000000	-74.167381
890.625000	-75.895164
906.250000	-76.857063
921.875000	-76.463585
937.500000	-75.263718
953.125000	-74.234932
968.750000	-71.293579
984.375000	-73.057045
1000.000000	-75.567787
1015.625000	-73.629807
1031.250000	-74.521408
1046.875000	-72.179001
1062.500000	-73.020264
1078.125000	-71.252785
1093.750000	-70.441757
1109.375000	-67.590012
1125.000000	-67.939331
1140.625000	-69.337540
1156.250000	-73.623604
1171.875000	-70.373909
1187.500000	-66.387154
1203.125000	-66.874283
1218.750000	-69.937378
1234.375000	-70.819344
1250.000000	-70.187637
1265.625000	-66.894608
1281.250000	-65.785248
1296.875000	-68.503914
1312.500000	-69.945747
1328.125000	-68.511642
1343.750000	-68.562218
1359.375000	-71.275055
1375.000000	-75.457436
1390.625000	-75.829353
1406.250000	-69.982506
1421.875000	-67.665283
1437.500000	-72.332504
1453.125000	-75.842392
1468.750000	-75.860481
1484.375000	-68.078880
