Frequency (Hz)	Level (dB)
15.625000	-77.958931
31.250000	-84.617004
46.875000	-79.834572
62.500000	-80.152359
78.125000	-80.126404
93.750000	-81.399994
109.375000	-81.968208
125.000000	-81.487274
140.625000	-78.907829
156.250000	-78.134964
171.875000	-80.092148
187.500000	-80.060127
203.125000	-79.307426
218.750000	-78.473625
234.375000	-77.488472
250.000000	-76.375542
265.625000	-76.625641
281.250000	-76.984390
296.875000	-76.586044
312.500000	-77.268486
328.125000	-77.622215
343.750000	-76.683533
359.375000	-75.369530
375.000000	-73.009804
390.625000	-73.456787
406.250000	-75.789764
421.875000	-76.140800
437.500000	-75.928001
453.125000	-74.972992
468.750000	-76.255531
484.375000	-76.288887
500.000000	-75.323265
515.625000	-75.171669
531.250000	-72.732811
546.875000	-72.485344
562.500000	-74.033104
578.125000	-74.286835
593.750000	-75.868698
609.375000	-76.140488
625.000000	-75.697456
640.625000	-75.433197
656.250000	-76.036530
671.875000	-75.776176
687.500000	-76.665352
703.125000	-76.189804
718.750000	-75.283676
734.375000	-75.596123
750.000000	-75.653870
765.625000	-75.784172
781.250000	-74.908142
796.875000	-75.282021
812.500000	-76.347580
828.125000	-76.462646
843.750000	-76.283775
859.375000	-75.897125
875.000000	-75.475822
890.625000	-75.603813
906.250000	-74.780937
921.875000	-73.872643
937.500000	-74.310394
953.125000	-75.109383
968.750000	-74.650955
984.375000	-74.496231
1000.000000	-74.592796
1015.625000	-73.182526
1031.250000	-72.640251
1046.875000	-74.331085
1062.500000	-75.266243
1078.125000	-75.238846
1093.750000	-74.702484
1109.375000	-73.827873
1125.000000	-73.400536
1140.625000	-74.842278
1156.250000	-74.732048
1171.875000	-75.079796
1187.500000	-72.756157
1203.125000	-72.224037
1218.750000	-74.774109
1234.375000	-75.427582
1250.000000	-75.178848
1265.625000	-75.001541
1281.250000	-73.885681
1296.875000	-74.734383
1312.500000	-73.711777
1328.125000	-71.914749
1343.750000	-72.109108
1359.375000	-74.323730
1375.000000	-74.877342
1390.625000	-74.233902
1406.250000	-74.285011
1421.875000	-73.460701
1437.500000	-74.352554
1453.125000	-75.232536
1468.750000	-74.810257
1484.375000	-73.076744
1500.000000	-71.492149
1515.625000	-72.257919
1531.250000	-73.599617
1546.875000	-73.250862
1562.500000	-71.869087
1578.125000	-71.963829
1593.750000	-73.459183
1609.375000	-73.058136
1625.000000	-71.848145
1640.625000	-71.757309
1656.250000	-72.225021
1671.875000	-72.368713
1687.500000	-70.974678
1703.125000	-73.178688
1718.750000	-71.662933
1734.375000	-71.813889
1750.000000	-73.207436
1765.625000	-71.905319
1781.250000	-72.252045
1796.875000	-70.172592
1812.500000	-70.976578
1828.125000	-70.808914
1843.750000	-71.365555
1859.375000	-72.934715
1875.000000	-72.194939
1890.625000	-71.546555
1906.250000	-72.139664
1921.875000	-69.505943
1937.500000	-68.616295
1953.125000	-71.727119
1968.750000	-72.514252
1984.375000	-72.720795
2000.000000	-73.057037
2015.625000	-71.447495
2031.250000	-71.023582
2046.875000	-69.722145
2062.500000	-70.307663
2078.125000	-71.277596
2093.750000	-69.466545
2109.375000	-68.824242
2125.000000	-71.811981
2140.625000	-70.093620
2156.250000	-70.915680
2171.875000	-70.633209
2187.500000	-69.096733
2203.125000	-71.877953
2218.750000	-72.845268
2234.375000	-71.139801
2250.000000	-69.610886
2265.625000	-72.756500
2281.250000	-71.747902
2296.875000	-69.047989
2312.500000	-72.499336
2328.125000	-73.768127
2343.750000	-73.666153
2359.375000	-72.801933
2375.000000	-70.721756
2390.625000	-70.320686
2406.250000	-72.521744
2421.875000	-74.332573
2437.500000	-73.723915
2453.125000	-72.997139
2468.750000	-74.547836
2484.375000	-75.475395
2500.000000	-73.012978
2515.625000	-72.427032
