filename,Sep,Start.time,Start.azimuth,End.time,End.azimuth,detection,sig.ailiased
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren2.wav,27,66.1,-55,69.8,-60,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren2.wav,28,69.3,-60,71.8,-65,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren2.wav,29,71.7,-60,75.8,-60,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren2.wav,30,71.9,55,74,55,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren2.wav,31,73.9,-170,76.6,-170,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren2.wav,32,74.5,-60,76.6,-60,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,0,-0.3,-150,2,-150,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,1,0.1,30,8.4,30,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,2,5.9,-150,8.8,-150,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,3,10.5,125,12.6,125,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,4,13.1,-150,20.2,-150,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,5,18.9,55,21,55,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,6,19.1,30,22,55,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,7,20.5,85,26.4,120,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,8,26.3,120,28.8,125,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,9,28.1,120,40,165,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,10,35.9,135,38,135,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,11,38.7,160,41.2,165,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,12,41.3,165,43.4,165,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,13,42.1,160,44.2,160,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,14,43.1,165,52.4,170,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,15,49.1,145,51.2,145,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,16,49.7,65,51.8,65,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,17,50.5,-155,56.4,-150,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,18,58.1,30,60.2,30,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,19,58.3,-150,65.2,-150,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,20,59.9,30,62,30,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,21,64.3,-165,68.8,-150,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,22,67.3,140,69.4,140,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,23,67.7,-130,69.8,-130,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,24,69.7,-75,71.8,-75,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,25,71.1,-60,74,-60,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,26,73.1,-60,80.2,-60,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,0,-0.3,30,1.8,30,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,1,-0.1,-150,2.6,-150,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,2,0.7,30,8.4,30,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,3,5.9,-150,8.2,-150,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,4,13.1,-150,20.2,-150,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,5,18.7,45,21,35,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,6,19.7,60,28.2,120,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,7,28.1,120,35.2,120,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,8,34.1,120,39,140,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,9,37.3,160,40.8,160,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,10,40.5,165,42.6,165,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,11,41.5,160,43.6,160,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,12,43.1,165,50.2,165,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,13,48.9,160,51,160,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,14,49.7,135,52,135,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,15,50.5,155,52.6,155,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,16,52.1,-150,55,-150,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,17,53.7,-155,55.8,-155,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,18,54.5,-150,57,-160,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,19,57.5,-150,64,-150,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,20,58.9,30,61.6,30,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,21,60.3,30,62.4,30,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,22,61.7,30,64.6,30,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,23,62.7,-150,65.2,-150,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,24,64.3,-150,66.8,-130,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,25,66.7,-85,68.8,-85,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,26,69.3,-60,72.6,-60,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,27,73.1,-60,80.2,-60,,
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,28,78.9,-60,80.4,-60,,
