filename,filename.short,WP?,Test.tone,Trial,Threshold,True.azimuth,localised-y_Detected-d_Double-m_Missed,Start.time,Predicted.azimuth,Aliaized.Azimuth,error
localized_202305LocalisationTest-1mIndoors-NewCaseOff-400Hz.wav,NewCaseOff-400Hz.wav,n,400,freq-dep,27,120,y,28.1,120,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-400Hz.wav,NewCaseOff-400Hz.wav,n,400,freq-dep,27,165,y,44.3,165,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-400Hz.wav,NewCaseOff-400Hz.wav,n,400,freq-dep,27,-150,y,59.3,-150,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-400Hz.wav,NewCaseOff-400Hz.wav,n,400,freq-dep,27,-60,y,74.3,-65,na,-5
localized_202305LocalisationTest-1mIndoors-NewCaseOff-500Hz.wav,NewCaseOff-500Hz.wav,n,500,freq-dep,27,30,y,0.3,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-500Hz.wav,NewCaseOff-500Hz.wav,n,500,freq-dep,27,30,y,13.7,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-500Hz.wav,NewCaseOff-500Hz.wav,n,500,freq-dep,27,120,y,28.9,120,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-500Hz.wav,NewCaseOff-500Hz.wav,n,500,freq-dep,27,165,y,43.3,165,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-500Hz.wav,NewCaseOff-500Hz.wav,n,500,freq-dep,27,-150,y,58.7,-155,na,-5
localized_202305LocalisationTest-1mIndoors-NewCaseOff-500Hz.wav,NewCaseOff-500Hz.wav,n,500,freq-dep,27,-60,y,74.1,-60,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-6000Hz.wav,NewCaseOff-6000Hz.wav,n,6000,freq-dep,27,30,y,1.1,35,na,5
localized_202305LocalisationTest-1mIndoors-NewCaseOff-6000Hz.wav,NewCaseOff-6000Hz.wav,n,6000,freq-dep,27,30,d,14.1,35,-160,5
localized_202305LocalisationTest-1mIndoors-NewCaseOff-6000Hz.wav,NewCaseOff-6000Hz.wav,n,6000,freq-dep,27,165,y,43.9,160,na,-5
localized_202305LocalisationTest-1mIndoors-NewCaseOff-6000Hz.wav,NewCaseOff-6000Hz.wav,n,6000,freq-dep,27,-150,y,58.7,-155,na,-5
localized_202305LocalisationTest-1mIndoors-NewCaseOff-6000Hz.wav,NewCaseOff-6000Hz.wav,n,6000,freq-dep,27,-60,d,72.9,-60,-175,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-6000Hz.wav,NewCaseOff-6000Hz.wav,n,6000,freq-dep,27,120,m,na,na,15,na
localized_202305LocalisationTest-1mIndoors-NewCaseOff-7000Hz.wav,NewCaseOff-7000Hz.wav,n,7000,freq-dep,27,30,y,7.8,35,na,5
localized_202305LocalisationTest-1mIndoors-NewCaseOff-7000Hz.wav,NewCaseOff-7000Hz.wav,n,7000,freq-dep,27,120,m,na,na,30,na
localized_202305LocalisationTest-1mIndoors-NewCaseOff-7000Hz.wav,NewCaseOff-7000Hz.wav,n,7000,freq-dep,27,-60,m,na,na,40,na
localized_202305LocalisationTest-1mIndoors-NewCaseOff-7000Hz.wav,NewCaseOff-7000Hz.wav,n,7000,freq-dep,27,30,n,na,na,na,na
localized_202305LocalisationTest-1mIndoors-NewCaseOff-7000Hz.wav,NewCaseOff-7000Hz.wav,n,7000,freq-dep,27,165,n,na,na,na,na
localized_202305LocalisationTest-1mIndoors-NewCaseOff-7000Hz.wav,NewCaseOff-7000Hz.wav,n,7000,freq-dep,27,-150,n,na,na,na,na
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren1.wav,NewCaseOff-EurasianWren1.wav,n,wren,freq-dep,27,30,y,0.3,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren1.wav,NewCaseOff-EurasianWren1.wav,n,wren,freq-dep,27,30,d,13.9,30,-150,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren1.wav,NewCaseOff-EurasianWren1.wav,n,wren,freq-dep,27,120,y,26.9,120,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren1.wav,NewCaseOff-EurasianWren1.wav,n,wren,freq-dep,27,165,y,41.9,165,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren1.wav,NewCaseOff-EurasianWren1.wav,n,wren,freq-dep,27,-150,d,56.9,-150,30,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren1.wav,NewCaseOff-EurasianWren1.wav,n,wren,freq-dep,27,-60,d,74.7,-60,-170,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren2.wav,NewCaseOff-EurasianWren2.wav,n,wren,freq-dep,27,30,y,0.1,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren2.wav,NewCaseOff-EurasianWren2.wav,n,wren,freq-dep,27,30,d,13.7,30,-150,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren2.wav,NewCaseOff-EurasianWren2.wav,n,wren,freq-dep,27,120,y,26.7,120,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren2.wav,NewCaseOff-EurasianWren2.wav,n,wren,freq-dep,27,165,y,41.7,165,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren2.wav,NewCaseOff-EurasianWren2.wav,n,wren,freq-dep,27,-150,d,56.7,-150,30,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren2.wav,NewCaseOff-EurasianWren2.wav,n,wren,freq-dep,27,-60,y,74.5,-60,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,NewCaseOff-PinkNoise1.wav,n,pink,freq-dep,27,30,y,0.1,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,NewCaseOff-PinkNoise1.wav,n,pink,freq-dep,27,120,y,28.1,120,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,NewCaseOff-PinkNoise1.wav,n,pink,freq-dep,27,165,y,43.1,165,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,NewCaseOff-PinkNoise1.wav,n,pink,freq-dep,27,-150,y,58.3,-150,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,NewCaseOff-PinkNoise1.wav,n,pink,freq-dep,27,-60,y,73.1,-60,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,NewCaseOff-PinkNoise1.wav,n,pink,freq-dep,27,30,m,na,na,-150,na
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,NewCaseOff-PinkNoise2.wav,n,pink,freq-dep,27,30,y,0.7,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,NewCaseOff-PinkNoise2.wav,n,pink,freq-dep,27,120,y,28.1,120,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,NewCaseOff-PinkNoise2.wav,n,pink,freq-dep,27,165,y,43.1,165,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,NewCaseOff-PinkNoise2.wav,n,pink,freq-dep,27,-150,y,57.5,-150,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,NewCaseOff-PinkNoise2.wav,n,pink,freq-dep,27,-60,y,73.1,-60,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,NewCaseOff-PinkNoise2.wav,n,pink,freq-dep,27,30,m,na,na,-150,na
localized_2m_wN_Bird_t01.wav,localized_2m_wN_Bird_t01.wav,n,wren,field,26.5,30,y,3.3,25,na,-5
localized_2m_wN_Bird_t01.wav,localized_2m_wN_Bird_t01.wav,n,wren,field,26.5,30,y,14.3,30,na,0
localized_2m_wN_Bird_t01.wav,localized_2m_wN_Bird_t01.wav,n,wren,field,26.5,120,y,27.5,120,na,0
localized_2m_wN_Bird_t01.wav,localized_2m_wN_Bird_t01.wav,n,wren,field,26.5,165,y,42.5,165,na,0
localized_2m_wN_Bird_t01.wav,localized_2m_wN_Bird_t01.wav,n,wren,field,26.5,-150,y,57.3,-155,na,-5
localized_2m_wN_Bird_t01.wav,localized_2m_wN_Bird_t01.wav,n,wren,field,26.5,-60,y,72.3,-60,na,0
localized_2m_wN_Bird_t02.wav,localized_2m_wN_Bird_t02.wav,n,wren,field,26.5,30,y,4.5,25,na,-5
localized_2m_wN_Bird_t02.wav,localized_2m_wN_Bird_t02.wav,n,wren,field,26.5,30,y,15.7,30,na,0
localized_2m_wN_Bird_t02.wav,localized_2m_wN_Bird_t02.wav,n,wren,field,26.5,120,y,28.7,120,na,0
localized_2m_wN_Bird_t02.wav,localized_2m_wN_Bird_t02.wav,n,wren,field,26.5,165,y,43.3,160,na,-5
localized_2m_wN_Bird_t02.wav,localized_2m_wN_Bird_t02.wav,n,wren,field,26.5,-150,y,58.3,-150,na,0
localized_2m_wN_Bird_t02.wav,localized_2m_wN_Bird_t02.wav,n,wren,field,26.5,-60,y,73.3,-60,na,0
localized_2m_wN_Pink_t01.wav,localized_2m_wN_Pink_t01.wav,n,pink,field,26.5,30,y,3.1,30,na,0
localized_2m_wN_Pink_t01.wav,localized_2m_wN_Pink_t01.wav,n,pink,field,26.5,30,y,14.3,25,na,-5
localized_2m_wN_Pink_t01.wav,localized_2m_wN_Pink_t01.wav,n,pink,field,26.5,120,y,28.7,120,na,0
localized_2m_wN_Pink_t01.wav,localized_2m_wN_Pink_t01.wav,n,pink,field,26.5,165,y,44.3,165,na,0
localized_2m_wN_Pink_t01.wav,localized_2m_wN_Pink_t01.wav,n,pink,field,26.5,-150,y,59.3,-150,na,0
localized_2m_wN_Pink_t01.wav,localized_2m_wN_Pink_t01.wav,n,pink,field,26.5,-60,y,74.3,-60,na,0
localized_2m_wN_Pink_t02.wav,localized_2m_wN_Pink_t02.wav,n,pink,field,26.5,30,y,4.9,30,na,0
localized_2m_wN_Pink_t02.wav,localized_2m_wN_Pink_t02.wav,n,pink,field,26.5,30,y,14.7,30,na,0
localized_2m_wN_Pink_t02.wav,localized_2m_wN_Pink_t02.wav,n,pink,field,26.5,120,y,29.7,120,na,0
localized_2m_wN_Pink_t02.wav,localized_2m_wN_Pink_t02.wav,n,pink,field,26.5,165,y,44.7,165,na,0
localized_2m_wN_Pink_t02.wav,localized_2m_wN_Pink_t02.wav,n,pink,field,26.5,-150,y,59.7,-150,na,0
localized_2m_wN_Pink_t02.wav,localized_2m_wN_Pink_t02.wav,n,pink,field,26.5,-60,y,74.7,-60,na,0
localized_4m_wN_Bird_t01.wav,localized_4m_wN_Bird_t01.wav,n,wren,field,26.5,30,y,4.9,25,na,-5
localized_4m_wN_Bird_t01.wav,localized_4m_wN_Bird_t01.wav,n,wren,field,26.5,30,y,14.9,30,na,0
localized_4m_wN_Bird_t01.wav,localized_4m_wN_Bird_t01.wav,n,wren,field,26.5,120,y,30.1,125,na,5
localized_4m_wN_Bird_t01.wav,localized_4m_wN_Bird_t01.wav,n,wren,field,26.5,165,d,44.9,165,-45,0
localized_4m_wN_Bird_t01.wav,localized_4m_wN_Bird_t01.wav,n,wren,field,26.5,-150,d,60.7,-150,30,0
localized_4m_wN_Bird_t01.wav,localized_4m_wN_Bird_t01.wav,n,wren,field,26.5,-60,y,74.3,-55,na,5
localized_4m_wN_Bird_t02.wav,localized_4m_wN_Bird_t02.wav,n,wren,field,26.5,30,y,4.5,35,na,5
localized_4m_wN_Bird_t02.wav,localized_4m_wN_Bird_t02.wav,n,wren,field,26.5,30,y,14.9,30,na,0
localized_4m_wN_Bird_t02.wav,localized_4m_wN_Bird_t02.wav,n,wren,field,26.5,120,y,28.1,125,na,5
localized_4m_wN_Bird_t02.wav,localized_4m_wN_Bird_t02.wav,n,wren,field,26.5,165,d,43.1,160,-35,-5
localized_4m_wN_Bird_t02.wav,localized_4m_wN_Bird_t02.wav,n,wren,field,26.5,-150,y,56.5,-150,na,0
localized_4m_wN_Bird_t02.wav,localized_4m_wN_Bird_t02.wav,n,wren,field,26.5,-60,y,71.5,-55,na,5
localized_4m_wN_Pink_t01.wav,localized_4m_wN_Pink_t01.wav,n,pink,field,26.5,30,y,5.3,30,na,0
localized_4m_wN_Pink_t01.wav,localized_4m_wN_Pink_t01.wav,n,pink,field,26.5,30,y,15.5,30,na,0
localized_4m_wN_Pink_t01.wav,localized_4m_wN_Pink_t01.wav,n,pink,field,26.5,120,y,37.9,125,na,5
localized_4m_wN_Pink_t01.wav,localized_4m_wN_Pink_t01.wav,n,pink,field,26.5,165,y,52.7,165,na,0
localized_4m_wN_Pink_t01.wav,localized_4m_wN_Pink_t01.wav,n,pink,field,26.5,-150,y,74.3,-145,na,5
localized_4m_wN_Pink_t01.wav,localized_4m_wN_Pink_t01.wav,n,pink,field,26.5,-60,y,84.5,-60,na,0
localized_4m_wN_Pink_t02.wav,localized_4m_wN_Pink_t02.wav,n,pink,field,26.5,30,y,4.1,30,na,0
localized_4m_wN_Pink_t02.wav,localized_4m_wN_Pink_t02.wav,n,pink,field,26.5,30,y,14.5,30,na,0
localized_4m_wN_Pink_t02.wav,localized_4m_wN_Pink_t02.wav,n,pink,field,26.5,120,y,31.1,125,na,5
localized_4m_wN_Pink_t02.wav,localized_4m_wN_Pink_t02.wav,n,pink,field,26.5,165,y,46.1,165,na,0
localized_4m_wN_Pink_t02.wav,localized_4m_wN_Pink_t02.wav,n,pink,field,26.5,-150,y,61.1,-145,na,5
localized_4m_wN_Pink_t02.wav,localized_4m_wN_Pink_t02.wav,n,pink,field,26.5,-60,y,76.1,-60,na,0
localized_5a_pinknoise_Y_2.wav,localized_5a_pinknoise_Y_2.wav,y,pink,lab-pre,24,-150,y,16.5,-145,na,5
localized_5a_pinknoise_Y_2.wav,localized_5a_pinknoise_Y_2.wav,y,pink,lab-pre,24,-150,y,30.3,-145,na,5
localized_5a_pinknoise_Y_2.wav,localized_5a_pinknoise_Y_2.wav,y,pink,lab-pre,24,-60,y,45.1,-60,na,0
localized_5a_pinknoise_Y_2.wav,localized_5a_pinknoise_Y_2.wav,y,pink,lab-pre,24,-15,y,60.5,-15,na,0
localized_5a_pinknoise_Y_2.wav,localized_5a_pinknoise_Y_2.wav,y,pink,lab-pre,24,30,y,75.1,25,na,-5
localized_5a_pinknoise_Y_2.wav,localized_5a_pinknoise_Y_2.wav,y,pink,lab-pre,24,120,y,89.9,120,na,0
localized_5a_pinknoise_Y_2.wav,localized_5a_pinknoise_Y_2.wav,y,pink,lab-pre,24,165,y,105.3,175,na,10
