filename,filename.short,WP?,Test.tone,Trial,Threshold,True.azimuth,localised-y_Detected-d_Double-m_Missed,Start.time,Predicted.azimuth,Aliaized.Azimuth,error
localized_5b_bird_Y_2.wav,localized_5b_bird_Y_2.wav,y,wren,lab-pre,24,-150,y,17.1,-145,na,5
localized_5b_bird_Y_2.wav,localized_5b_bird_Y_2.wav,y,wren,lab-pre,24,-150,y,30.9,-140,na,10
localized_5b_bird_Y_2.wav,localized_5b_bird_Y_2.wav,y,wren,lab-pre,24,-60,y,45.9,-60,na,0
localized_5b_bird_Y_2.wav,localized_5b_bird_Y_2.wav,y,wren,lab-pre,24,-15,y,60.9,-25,na,-10
localized_5b_bird_Y_2.wav,localized_5b_bird_Y_2.wav,y,wren,lab-pre,24,30,y,75.7,25,na,-5
localized_5b_bird_Y_2.wav,localized_5b_bird_Y_2.wav,y,wren,lab-pre,24,120,y,91.1,125,na,5
localized_5b_bird_Y_2.wav,localized_5b_bird_Y_2.wav,y,wren,lab-pre,24,165,y,106.1,175,na,10
localized_7a_pinknoise_N_3.wav,localized_7a_pinknoise_N_3.wav,n,pink,lab-pre,24,-150,y,15.7,-145,na,5
localized_7a_pinknoise_N_3.wav,localized_7a_pinknoise_N_3.wav,n,pink,lab-pre,24,-150,y,30.5,-150,na,0
localized_7a_pinknoise_N_3.wav,localized_7a_pinknoise_N_3.wav,n,pink,lab-pre,24,-60,y,45.3,-60,na,0
localized_7a_pinknoise_N_3.wav,localized_7a_pinknoise_N_3.wav,n,pink,lab-pre,24,-15,y,60.5,-10,na,5
localized_7a_pinknoise_N_3.wav,localized_7a_pinknoise_N_3.wav,n,pink,lab-pre,24,30,y,75.3,30,na,0
localized_7a_pinknoise_N_3.wav,localized_7a_pinknoise_N_3.wav,n,pink,lab-pre,24,120,y,90.1,115,na,-5
localized_7a_pinknoise_N_3.wav,localized_7a_pinknoise_N_3.wav,n,pink,lab-pre,24,165,y,105.3,165,na,0
localized_8m_wN_Bird_t01.wav,localized_8m_wN_Bird_t01.wav,n,wren,field,25,30,y,3.7,35,na,5
localized_8m_wN_Bird_t01.wav,localized_8m_wN_Bird_t01.wav,n,wren,field,25,30,y,14.7,30,na,0
localized_8m_wN_Bird_t01.wav,localized_8m_wN_Bird_t01.wav,n,wren,field,25,120,y,27.5,130,na,10
localized_8m_wN_Bird_t01.wav,localized_8m_wN_Bird_t01.wav,n,wren,field,25,165,d,42.7,165,-45,0
localized_8m_wN_Bird_t01.wav,localized_8m_wN_Bird_t01.wav,n,wren,field,25,-150,y,56.1,-150,na,0
localized_8m_wN_Bird_t01.wav,localized_8m_wN_Bird_t01.wav,n,wren,field,25,-60,y,71.1,-55,na,5
localized_8m_wN_Bird_t02.wav,localized_8m_wN_Bird_t02.wav,n,wren,field,25,30,y,4.3,35,na,5
localized_8m_wN_Bird_t02.wav,localized_8m_wN_Bird_t02.wav,n,wren,field,25,30,d,15.7,35,-155,5
localized_8m_wN_Bird_t02.wav,localized_8m_wN_Bird_t02.wav,n,wren,field,25,120,y,33.3,125,na,5
localized_8m_wN_Bird_t02.wav,localized_8m_wN_Bird_t02.wav,n,wren,field,25,-150,d,64.9,-150,30,0
localized_8m_wN_Bird_t02.wav,localized_8m_wN_Bird_t02.wav,n,wren,field,25,-60,y,80.5,-65,na,-5
localized_8m_wN_Bird_t02.wav,localized_8m_wN_Bird_t02.wav,n,wren,field,25,165,m,na,na,-60,na
localized_8m_wN_Pink_t01.wav,localized_8m_wN_Pink_t01.wav,n,pink,field,25,30,y,15.9,35,na,5
localized_8m_wN_Pink_t01.wav,localized_8m_wN_Pink_t01.wav,n,pink,field,25,120,y,41.7,125,na,5
localized_8m_wN_Pink_t01.wav,localized_8m_wN_Pink_t01.wav,n,pink,field,25,-60,y,99.7,-65,na,-5
localized_8m_wN_Pink_t01.wav,localized_8m_wN_Pink_t01.wav,n,pink,field,25,30,m,na,na,na,na
localized_8m_wN_Pink_t01.wav,localized_8m_wN_Pink_t01.wav,n,pink,field,25,165,m,na,na,-60,na
localized_8m_wN_Pink_t01.wav,localized_8m_wN_Pink_t01.wav,n,pink,field,25,-155,m,na,na,30,na
localized_8m_wN_Pink_t02.wav,localized_8m_wN_Pink_t02.wav,n,pink,field,25,30,y,5.3,35,na,5
localized_8m_wN_Pink_t02.wav,localized_8m_wN_Pink_t02.wav,n,pink,field,25,30,y,15.7,35,na,5
localized_8m_wN_Pink_t02.wav,localized_8m_wN_Pink_t02.wav,n,pink,field,25,120,y,40.7,125,na,5
localized_8m_wN_Pink_t02.wav,localized_8m_wN_Pink_t02.wav,n,pink,field,25,-60,y,97.5,-65,na,-5
localized_8m_wN_Pink_t02.wav,localized_8m_wN_Pink_t02.wav,n,pink,field,25,165,m,na,na,-60,na
localized_8m_wN_Pink_t02.wav,localized_8m_wN_Pink_t02.wav,n,pink,field,25,-155,m,na,na,30,na
localized_8m_wY_Bird_t01.wav,localized_8m_wY_Bird_t01.wav,y,wren,field,25,30,y,6.9,30,na,0
localized_8m_wY_Bird_t01.wav,localized_8m_wY_Bird_t01.wav,y,wren,field,25,30,y,16.1,35,na,5
localized_8m_wY_Bird_t01.wav,localized_8m_wY_Bird_t01.wav,y,wren,field,25,120,y,31.9,120,na,0
localized_8m_wY_Bird_t01.wav,localized_8m_wY_Bird_t01.wav,y,wren,field,25,165,d,49.9,175,85,10
localized_8m_wY_Bird_t01.wav,localized_8m_wY_Bird_t01.wav,y,wren,field,25,-155,d,62.1,-150,30,5
localized_8m_wY_Bird_t01.wav,localized_8m_wY_Bird_t01.wav,y,wren,field,25,-60,d,77.5,-65,-160,-5
localized_8m_wY_Bird_t02.wav,localized_8m_wY_Bird_t02.wav,y,wren,field,25,30,y,6.7,30,na,0
localized_8m_wY_Bird_t02.wav,localized_8m_wY_Bird_t02.wav,y,wren,field,25,30,y,15.7,35,na,5
localized_8m_wY_Bird_t02.wav,localized_8m_wY_Bird_t02.wav,y,wren,field,25,120,d,31.7,125,-135,5
localized_8m_wY_Bird_t02.wav,localized_8m_wY_Bird_t02.wav,y,wren,field,25,165,d,46.7,175,80,10
localized_8m_wY_Bird_t02.wav,localized_8m_wY_Bird_t02.wav,y,wren,field,25,-155,d,62.3,-150,30,5
localized_8m_wY_Bird_t02.wav,localized_8m_wY_Bird_t02.wav,y,wren,field,25,-60,d,79.1,-65,-155,-5
localized_8m_wY_Pink_t01.wav,localized_8m_wY_Pink_t01.wav,y,pink,field,25,30,y,20.7,35,na,5
localized_8m_wY_Pink_t01.wav,localized_8m_wY_Pink_t01.wav,y,pink,field,25,120,y,38.1,120,na,0
localized_8m_wY_Pink_t01.wav,localized_8m_wY_Pink_t01.wav,y,pink,field,25,165,y,55.1,175,na,10
localized_8m_wY_Pink_t01.wav,localized_8m_wY_Pink_t01.wav,y,pink,field,25,-155,d,70.1,-150,30,5
localized_8m_wY_Pink_t01.wav,localized_8m_wY_Pink_t01.wav,y,pink,field,25,-60,y,86.5,-60,na,0
localized_8m_wY_Pink_t01.wav,localized_8m_wY_Pink_t01.wav,y,pink,field,25,30,m,na,na,na,na
localized_8m_wY_Pink_t02.wav,localized_8m_wY_Pink_t02.wav,y,pink,field,25,30,y,6.1,30,na,0
localized_8m_wY_Pink_t02.wav,localized_8m_wY_Pink_t02.wav,y,pink,field,25,30,y,14.9,35,na,5
localized_8m_wY_Pink_t02.wav,localized_8m_wY_Pink_t02.wav,y,pink,field,25,120,y,31.3,120,na,0
localized_8m_wY_Pink_t02.wav,localized_8m_wY_Pink_t02.wav,y,pink,field,25,165,y,46.3,175,na,10
localized_8m_wY_Pink_t02.wav,localized_8m_wY_Pink_t02.wav,y,pink,field,25,-60,y,77.7,-60,na,0
localized_8m_wY_Pink_t02.wav,localized_8m_wY_Pink_t02.wav,y,pink,field,25,-155,m,na,na,30,na
